,ionIdx,ionMz,average intensity,mz difference,score,formula,ion,name,Query,KEGG
3003,1019,821.4473688,3560.841785,-0.009833167,47,C40H72O13P2,-H(+),"PGP(16:1(9Z)/18:3(6Z,9Z,12Z))",HMDB13493,
3004,1019,821.4473688,3560.841785,-0.009833167,47,C40H72O13P2,-H(+),"PGP(18:3(6Z,9Z,12Z)/16:1(9Z))",HMDB13563,
3005,1019,821.4473688,3560.841785,-0.009833167,47,C40H72O13P2,-H(+),"PGP(18:3(9Z,12Z,15Z)/16:1(9Z))",HMDB13578,
3006,1020,821.4681133,3863.826393,0.005902419,27,C38H76O13P2,+F(-),PGP(16:0/16:0),HMDB13472,
3007,1021,821.531002,95932.24336,0.002803387,36,C46H79O10P,-H(+),"PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB10614,
3008,1021,821.531002,95932.24336,0.002803387,36,C46H79O10P,-H(+),"PG(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB10627,
3009,1021,821.531002,95932.24336,0.002803387,36,C46H79O10P,-H(+),"PG(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB10628,
3010,1021,821.531002,95932.24336,0.002803387,36,C46H79O10P,-H(+),"PG(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB10642,
3011,1021,821.531002,95932.24336,0.002803387,36,C46H79O10P,-H(+),"PG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB10643,
3012,1021,821.531002,95932.24336,0.002803387,36,C46H79O10P,-H(+),"PG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",HMDB10656,
3013,1022,823.5472328,39530.04676,0.002222593,45,C46H81O10P,-H(+),"PG(18:0/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB10612,
3014,1022,823.5472328,39530.04676,0.002222593,45,C46H81O10P,-H(+),"PG(18:0/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB10613,
3015,1022,823.5472328,39530.04676,0.002222593,45,C46H81O10P,-H(+),"PG(18:1(11Z)/22:4(7Z,10Z,13Z,16Z))",HMDB10626,
3016,1022,823.5472328,39530.04676,0.002222593,45,C46H81O10P,-H(+),"PG(18:1(9Z)/22:4(7Z,10Z,13Z,16Z))",HMDB10641,
3017,1023,824.5174918,8436.752477,0.006083238,51,C48H76NO8P,-H(+),"PC(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB08255,C00157
3018,1023,824.5174918,8436.752477,0.006083238,51,C48H76NO8P,-H(+),"PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB08511,C00157
3019,1023,824.5174918,8436.752477,0.006083238,51,C48H76NO8P,-H(+),"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))",HMDB08733,C00157
3020,1024,824.5524262,41912.35033,0.000615354,50,C42H79NO13,+F(-),Lactosylceramide (d18:1/12:0),HMDB04866,C01290
3021,1025,825.5622857,27323.36841,0.002819782,44,C46H83O10P,-H(+),"PG(18:0/22:4(7Z,10Z,13Z,16Z))",HMDB10611,
3022,1026,827.2665216,3331.169205,0.000880134,100,C30H52O26,-H(+),Amylopectin,HMDB03255,C00317
3023,1026,827.2665216,3331.169205,0.000880134,100,C30H52O26,-H(+),Maltopentaose,HMDB12254,
3024,1027,827.4758056,3756.101687,0.008680238,38,C40H78O13P2,-H(+),PGP(16:0/18:1(11Z)),HMDB13475,
3025,1027,827.4758056,3756.101687,0.008680238,38,C40H78O13P2,-H(+),PGP(16:0/18:1(9Z)),HMDB13476,
3026,1027,827.4758056,3756.101687,0.008680238,38,C40H78O13P2,-H(+),PGP(16:1(9Z)/18:0),HMDB13489,
3027,1027,827.4758056,3756.101687,0.008680238,38,C40H78O13P2,-H(+),PGP(18:0/16:1(9Z)),HMDB13503,
3028,1027,827.4758056,3756.101687,0.008680238,38,C40H78O13P2,-H(+),PGP(18:1(11Z)/16:0),HMDB13517,
3029,1027,827.4758056,3756.101687,0.008680238,38,C40H78O13P2,-H(+),PGP(18:1(9Z)/16:0),HMDB13532,
3030,1028,828.4752581,3288.280451,0.006846036,34,C46H72NO10P,-H(+),"PS(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB12417,
3031,1028,828.4752581,3288.280451,0.006846036,34,C46H72NO10P,-H(+),"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))",HMDB12447,
3032,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(16:0/22:4(7Z,10Z,13Z,16Z))",HMDB07988,C00157
3033,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(18:0/20:4(5Z,8Z,11Z,14Z))",HMDB08048,C00157
3034,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(18:0/20:4(8Z,11Z,14Z,17Z))",HMDB08049,C00157
3035,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(18:1(11Z)/20:3(5Z,8Z,11Z))",HMDB08079,C00157
3036,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(18:1(11Z)/20:3(8Z,11Z,14Z))",HMDB08080,C00157
3037,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(18:1(9Z)/20:3(5Z,8Z,11Z))",HMDB08112,C00157
3038,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(18:1(9Z)/20:3(8Z,11Z,14Z))",HMDB08113,C00157
3039,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(18:2(9Z,12Z)/20:2(11Z,14Z))",HMDB08145,C00157
3040,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(18:3(6Z,9Z,12Z)/20:1(11Z))",HMDB08176,C00157
3041,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(18:3(9Z,12Z,15Z)/20:1(11Z))",HMDB08209,C00157
3042,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(18:4(6Z,9Z,12Z,15Z)/20:0)",HMDB08241,C00157
3043,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(20:0/18:4(6Z,9Z,12Z,15Z))",HMDB08273,C00157
3044,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(20:1(11Z)/18:3(6Z,9Z,12Z))",HMDB08304,C00157
3045,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(20:1(11Z)/18:3(9Z,12Z,15Z))",HMDB08305,C00157
3046,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(20:2(11Z,14Z)/18:2(9Z,12Z))",HMDB08336,C00157
3047,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(20:3(5Z,8Z,11Z)/18:1(11Z))",HMDB08367,C00157
3048,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(20:3(5Z,8Z,11Z)/18:1(9Z))",HMDB08368,C00157
3049,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(20:3(8Z,11Z,14Z)/18:1(11Z))",HMDB08400,C00157
3050,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(20:3(8Z,11Z,14Z)/18:1(9Z))",HMDB08401,C00157
3051,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(20:4(5Z,8Z,11Z,14Z)/18:0)",HMDB08431,C00157
3052,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(20:4(8Z,11Z,14Z,17Z)/18:0)",HMDB08464,C00157
3053,1029,828.5900264,80390.77467,0.00132892,30,C46H84NO8P,+F(-),"PC(22:4(7Z,10Z,13Z,16Z)/16:0)",HMDB08626,C00157
3054,1030,828.6713486,4447.115559,0.001020242,41,C48H91NO8,+F(-),Glucosylceramide (d18:1/24:1(15Z)),HMDB04975,C01190
3055,1030,828.6713486,4447.115559,0.001020242,41,C48H91NO8,+F(-),Galactosylceramide (d18:1/24:1(15Z)),HMDB10712,C02686
3056,1031,830.4912977,6710.609743,0.006456485,34,C46H74NO10P,-H(+),"PS(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB12406,
3057,1031,830.4912977,6710.609743,0.006456485,34,C46H74NO10P,-H(+),"PS(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",HMDB12438,
3058,1031,830.4912977,6710.609743,0.006456485,34,C46H74NO10P,-H(+),"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",HMDB12446,
3059,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(16:1(9Z)/22:2(13Z,16Z))",HMDB08020,C00157
3060,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(18:0/20:3(5Z,8Z,11Z))",HMDB08046,C00157
3061,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(18:0/20:3(8Z,11Z,14Z))",HMDB08047,C00157
3062,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(18:1(11Z)/20:2(11Z,14Z))",HMDB08078,C00157
3063,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(18:1(9Z)/20:2(11Z,14Z))",HMDB08111,C00157
3064,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(18:2(9Z,12Z)/20:1(11Z))",HMDB08144,C00157
3065,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(18:3(6Z,9Z,12Z)/20:0)",HMDB08175,C00157
3066,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(18:3(9Z,12Z,15Z)/20:0)",HMDB08208,C00157
3067,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(20:0/18:3(6Z,9Z,12Z))",HMDB08271,C00157
3068,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(20:0/18:3(9Z,12Z,15Z))",HMDB08272,C00157
3069,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(20:1(11Z)/18:2(9Z,12Z))",HMDB08303,C00157
3070,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(20:2(11Z,14Z)/18:1(11Z))",HMDB08334,C00157
3071,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(20:2(11Z,14Z)/18:1(9Z))",HMDB08335,C00157
3072,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(20:3(5Z,8Z,11Z)/18:0)",HMDB08366,C00157
3073,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(20:3(8Z,11Z,14Z)/18:0)",HMDB08399,C00157
3074,1032,830.6010804,51468.24773,0.005924974,17,C46H86NO8P,+F(-),"PC(22:2(13Z,16Z)/16:1(9Z))",HMDB08594,C00157
3075,1033,832.5100835,22939.9427,0.003320776,49,C46H76NO10P,-H(+),"PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB12395,
3076,1033,832.5100835,22939.9427,0.003320776,49,C46H76NO10P,-H(+),"PS(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",HMDB12427,
3077,1033,832.5100835,22939.9427,0.003320776,49,C46H76NO10P,-H(+),"PS(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z))",HMDB12437,
3078,1033,832.5100835,22939.9427,0.003320776,49,C46H76NO10P,-H(+),"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",HMDB12445,
3079,1034,833.5174536,108828.9137,0.001095642,91,C43H79O13P,-H(+),"PI(16:0/18:2(9Z,12Z))",HMDB09784,
3080,1034,833.5174536,108828.9137,0.001095642,91,C43H79O13P,-H(+),PI(16:1(9Z)/18:1(11Z)),HMDB09800,C00626
3081,1034,833.5174536,108828.9137,0.001095642,91,C43H79O13P,-H(+),PI(16:1(9Z)/18:1(9Z)),HMDB09801,C00626
3082,1034,833.5174536,108828.9137,0.001095642,91,C43H79O13P,-H(+),"PI(16:2(9Z,12Z)/18:0)",HMDB09803,C00626
3083,1034,833.5174536,108828.9137,0.001095642,91,C43H79O13P,-H(+),"PI(18:0/16:2(9Z,12Z))",HMDB09807,C00626
3084,1034,833.5174536,108828.9137,0.001095642,91,C43H79O13P,-H(+),PI(18:1(11Z)/16:1(9Z)),HMDB09823,C00626
3085,1034,833.5174536,108828.9137,0.001095642,91,C43H79O13P,-H(+),PI(18:1(9Z)/16:1(9Z)),HMDB09835,
3086,1034,833.5174536,108828.9137,0.001095642,91,C43H79O13P,-H(+),"PI(18:2(9Z,12Z)/16:0)",HMDB09846,C00626
3087,1035,834.5260552,204962.8922,0.002999128,54,C46H78NO10P,-H(+),"PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB10167,C02737
3088,1035,834.5260552,204962.8922,0.002999128,54,C46H78NO10P,-H(+),"PS(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))",HMDB12426,
3089,1035,834.5260552,204962.8922,0.002999128,54,C46H78NO10P,-H(+),"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)",HMDB12444,
3090,1036,835.533355,276509.8519,0.000844275,100,C43H81O13P,-H(+),PI(16:0/18:1(11Z)),HMDB09782,C00626
3091,1036,835.533355,276509.8519,0.000844275,100,C43H81O13P,-H(+),PI(16:0/18:1(9Z)),HMDB09783,
3092,1036,835.533355,276509.8519,0.000844275,100,C43H81O13P,-H(+),PI(16:1(9Z)/18:0),HMDB09799,
3093,1036,835.533355,276509.8519,0.000844275,100,C43H81O13P,-H(+),PI(18:0/16:1(9Z)),HMDB09806,
3094,1036,835.533355,276509.8519,0.000844275,100,C43H81O13P,-H(+),PI(18:1(11Z)/16:0),HMDB09822,C00626
3095,1036,835.533355,276509.8519,0.000844275,100,C43H81O13P,-H(+),PI(18:1(9Z)/16:0),HMDB09834,C00626
3096,1037,836.6962503,978.9696935,0.002238727,66,C50H95NO8,-H(+),Glucosylceramide (d18:1/26:1(17Z)),HMDB04976,C01190
3097,1037,836.6962503,978.9696935,0.002238727,66,C50H95NO8,-H(+),Galactosylceramide (d18:1/26:1(17Z)),HMDB10713,C02686
3098,1038,837.1483064,472.2319053,-0.00326365,52,C24H41N8O17P3S,-H(+),Beta-Alanyl-CoA,HMDB06805,C02335
3099,1039,838.6097946,20952.81987,0.002296131,18,C48H86NO7P,+F(-),"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB08654,C00157
3100,1039,838.6097946,20952.81987,0.002296131,18,C48H86NO7P,+F(-),"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))",HMDB08655,C00157
3101,1039,838.6097946,20952.81987,0.002296131,18,C48H86NO7P,+F(-),"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0)",HMDB08686,C00157
3102,1039,838.6097946,20952.81987,0.002296131,18,C48H86NO7P,+F(-),"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)",HMDB08719,C00157
3103,1039,838.6097946,20952.81987,0.002296131,18,C48H86NO7P,+F(-),"PC(P-18:0/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB11260,
3104,1039,838.6097946,20952.81987,0.002296131,18,C48H86NO7P,+F(-),"PC(P-18:0/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB11261,
3105,1039,838.6097946,20952.81987,0.002296131,18,C48H86NO7P,+F(-),"PC(P-18:1(11Z)/22:4(7Z,10Z,13Z,16Z))",HMDB11292,
3106,1039,838.6097946,20952.81987,0.002296131,18,C48H86NO7P,+F(-),"PC(P-18:1(9Z)/22:4(7Z,10Z,13Z,16Z))",HMDB11325,
3107,1039,838.6097946,20952.81987,0.002296131,18,C48H86NO7P,+F(-),"PC(o-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB13422,
3108,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(16:0/24:1(15Z)),HMDB07993,C00157
3109,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(16:1(9Z)/24:0),HMDB08025,C00157
3110,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(18:0/22:1(13Z)),HMDB08052,C00157
3111,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(18:1(11Z)/22:0),HMDB08084,C00157
3112,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(18:1(9Z)/22:0),HMDB08117,C00157
3113,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(20:0/20:1(11Z)),HMDB08275,C00157
3114,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(20:1(11Z)/20:0),HMDB08307,C00157
3115,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(22:0/18:1(11Z)),HMDB08531,C00157
3116,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(22:0/18:1(9Z)),HMDB08532,C00157
3117,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(22:1(13Z)/18:0),HMDB08563,C00157
3118,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(24:0/15:0),HMDB08757,C00157
3119,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(24:0/16:1(9Z)),HMDB08759,C00157
3120,1040,842.6639531,2081.766717,0.000472501,100,C48H94NO8P,-H(+),PC(24:1(15Z)/16:0),HMDB08791,C00157
3121,1041,850.1645545,807.8859405,0.000889318,100,C26H44N7O17P3S,-H(+),2-Methylbutyryl-CoA,HMDB01041,C15980
3122,1041,850.1645545,807.8859405,0.000889318,100,C26H44N7O17P3S,-H(+),Isovaleryl-CoA,HMDB01113,C02939
3123,1041,850.1645545,807.8859405,0.000889318,100,C26H44N7O17P3S,-H(+),Pentanoyl-CoA,HMDB13037,C00888
3124,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB08090,C00157
3125,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB08123,C00157
3126,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB08154,C00157
3127,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB08155,C00157
3128,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",HMDB08186,C00157
3129,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))",HMDB08219,C00157
3130,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB08347,C00157
3131,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))",HMDB08378,C00157
3132,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))",HMDB08379,C00157
3133,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",HMDB08410,C00157
3134,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))",HMDB08411,C00157
3135,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z))",HMDB08441,C00157
3136,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z))",HMDB08442,C00157
3137,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z))",HMDB08474,C00157
3138,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))",HMDB08475,C00157
3139,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z))",HMDB08506,C00157
3140,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z))",HMDB08632,C00157
3141,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))",HMDB08633,C00157
3142,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",HMDB08664,C00157
3143,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",HMDB08697,C00157
3144,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",HMDB08728,C00157
3145,1042,850.5707979,22184.73757,0.004907281,30,C48H82NO8P,+F(-),"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",HMDB08729,C00157
3146,1043,851.4771349,3642.819841,0.007350958,50,C42H78O13P2,-H(+),"PGP(16:0/20:3(5Z,8Z,11Z))",HMDB13480,
3147,1043,851.4771349,3642.819841,0.007350958,50,C42H78O13P2,-H(+),"PGP(16:0/20:3(8Z,11Z,14Z))",HMDB13481,
3148,1043,851.4771349,3642.819841,0.007350958,50,C42H78O13P2,-H(+),"PGP(18:0/18:3(6Z,9Z,12Z))",HMDB13508,
3149,1043,851.4771349,3642.819841,0.007350958,50,C42H78O13P2,-H(+),"PGP(18:0/18:3(9Z,12Z,15Z))",HMDB13509,
3150,1043,851.4771349,3642.819841,0.007350958,50,C42H78O13P2,-H(+),"PGP(18:1(11Z)/18:2(9Z,12Z))",HMDB13522,
3151,1043,851.4771349,3642.819841,0.007350958,50,C42H78O13P2,-H(+),"PGP(18:1(9Z)/18:2(9Z,12Z))",HMDB13537,
3152,1043,851.4771349,3642.819841,0.007350958,50,C42H78O13P2,-H(+),"PGP(18:2(9Z,12Z)/18:1(11Z))",HMDB13550,
3153,1043,851.4771349,3642.819841,0.007350958,50,C42H78O13P2,-H(+),"PGP(18:2(9Z,12Z)/18:1(9Z))",HMDB13551,
3154,1043,851.4771349,3642.819841,0.007350958,50,C42H78O13P2,-H(+),"PGP(18:3(6Z,9Z,12Z)/18:0)",HMDB13564,
3155,1043,851.4771349,3642.819841,0.007350958,50,C42H78O13P2,-H(+),"PGP(18:3(9Z,12Z,15Z)/18:0)",HMDB13579,
3156,1044,852.1068398,1287.137547,0.001483149,68,C24H38N7O19P3S,-H(+),Malonyl-CoA,HMDB01175,C03188
3157,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",HMDB08057,C00157
3158,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB08088,C00157
3159,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB08089,C00157
3160,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",HMDB08121,C00157
3161,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",HMDB08122,C00157
3162,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",HMDB08153,C00157
3163,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))",HMDB08251,C00157
3164,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB08314,C00157
3165,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",HMDB08345,C00157
3166,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z))",HMDB08346,C00157
3167,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z))",HMDB08376,C00157
3168,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z))",HMDB08377,C00157
3169,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))",HMDB08408,C00157
3170,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))",HMDB08409,C00157
3171,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z))",HMDB08440,C00157
3172,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(20:4(8Z,11Z,14Z,17Z)/20:2(11Z,14Z))",HMDB08473,C00157
3173,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))",HMDB08505,C00157
3174,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z))",HMDB08601,C00157
3175,1045,852.5903103,28984.64881,0.001044998,38,C48H84NO8P,+F(-),"PC(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",HMDB08631,C00157
