"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB13330","3-Hydroxy-cis-5-tetradecenoylcarnitine","HMDB0013330","53481699","89748",NA,NA,"CCCCCCCC\C=C/CC(O)CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C","1"
"HMDB01000","dUDP","HMDB0001000","145729","28850","C01346","5931","O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O","1"
"HMDB12220","Dopaxanthin quinone","HMDB0012220",NA,NA,NA,NA,"OC(=O)C(CC1=CC(=O)C(=O)C=C1)\N=C\C=C1/CC(NC(=C1)C(O)=O)C(O)=O","1"
"HMDB01032","Dehydroepiandrosterone sulfate","HMDB0001032","12594","16814","C04555","4095","C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C","1"
"HMDB02833","Testosterone sulfate","HMDB0002833","119207","84094",NA,"3558","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OS(=O)(=O)O)CCC4=CC(=O)CC[C@]34C","1"
"HMDB13230","Epitestosterone sulfate","HMDB0013230","53481658",NA,NA,NA,"C[C@]12CCC3[C@H](C1CC[C@@H]2OS(=O)(=O)O)CCC4=CC(=O)CC[C@]34C","1"
"HMDB12109","5,6-Dihydroxyprostaglandin F1a","HMDB0012109","6439819",NA,"C06475",NA,"CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CC(C(CCCC(=O)O)O)O)O)O)O","1"
"HMDB06880","Acetyl adenylate","HMDB0006880","440867","37666","C05993",NA,"CC(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N","1"
"HMDB00280","Phosphoribosyl pyrophosphate","HMDB0000280","7339","17111","C00119","5274","O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O","1"
"HMDB06953","1-Phosphatidyl-D-myo-inositol","HMDB0006953","53477912","16749","C01194",NA,"C(C(COP(=O)(O)OC1[C@@H]([C@H](C(C([C@@H]1O)O)O)O)O)OC=O)OC=O","1"
"HMDB12221","Dopaxanthin","HMDB0012221","0","4700","C08543",NA,"OC(=O)[C@H](CC1=CC=C(O)C(O)=C1)\N=C/C=C1\C[C@H](NC(=C1)C(O)=O)C(O)=O","1"
"HMDB13656","15-deoxy-delta12,14-Prostaglandin J2-2-glycerol ester","HMDB0013656","53481918",NA,NA,NA,"CCCCC/C=C\C=C\1/[C@H](C=CC1=O)C/C=C\CCCC(=O)OC(CO)CO","1"
"HMDB00328","12-Ketodeoxycholic acid","HMDB0000328","3080612","803536",NA,"5317","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","1"
"HMDB00460","7-Hydroxy-3-oxocholanoic acid","HMDB0000460","53477692",NA,NA,"5448","C[C@H](CCC(=O)O)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@@H]4[C@@]3(CCC(=O)C4)C)O)C","1"
"HMDB00467","Nutriacholic acid","HMDB0000467","53477693",NA,NA,"5454","C[C@@H](CCC(=O)O)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CC[C@H](C4)O)C)C","1"
"HMDB00503","7a-Hydroxy-3-oxo-5b-cholanoic acid","HMDB0000503","53477698",NA,NA,"5489","C[C@H](CCC(=O)O)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CCC(=O)C4)C)O)C","1"
"HMDB07003","CPA(16:0)","HMDB07003","24779563",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC1COP(=O)(O)O1","1"
"HMDB00348","3b,12a-Dihydroxy-5a-cholanoic acid","HMDB0000348","5283835",NA,NA,"5337","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"HMDB00361","3b,7a-Dihydroxy-5b-cholanoic acid","HMDB0000361","164673",NA,"C17660","5350","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"HMDB00384","3a,7a-Dihydroxycholanoic acid","HMDB0000384","21252245",NA,NA,"5373","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00411","3a,12b-Dihydroxy-5b-cholanoic acid","HMDB0000411","5283831","542045","C17646","5400","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00438","3b,12a-Dihydroxy-5b-cholanoic acid","HMDB0000438","160530","473574",NA,"5427","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"HMDB00478","Allodeoxycholic acid","HMDB0000478","96024028",NA,"C17687","5465","C[C@H](CCC(=O)O)C1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00514","Allochenodeoxycholic acid","HMDB0000514","96024007",NA,"C17664","5500","C[C@H](CCC(=O)O)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00518","Chenodeoxycholic acid","HMDB0000518","10133","16755","C02528","207","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00626","Deoxycholic acid","HMDB0000626","222528","28834","C04483","265","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00664","Isohyodeoxycholic acid","HMDB0000664","5283822",NA,NA,"5634","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"HMDB00686","Isoursodeoxycholic acid","HMDB0000686","127601","43419","C17662","5655","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"HMDB00733","Hyodeoxycholic acid","HMDB0000733","9963687",NA,"C15517","5701","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00811","Murocholic acid","HMDB0000811","5283821","52030","C15515","5775","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB00946","Ursodeoxycholic acid","HMDB0000946","31401","9907","C07880","5893","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB02451","7b,12a-Dihydroxycholanoic acid","HMDB0002451","5283839",NA,NA,"6685","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CCCC4)C)O)O)C","1"
"HMDB02488","7a,12b-dihydroxy-5b-Cholan-24-oic acid","HMDB0002488","5283838",NA,NA,"6698","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CCCC4)C)O)O)C","1"
"HMDB02536","Isodeoxycholic acid","HMDB0002536","164672",NA,"C17661",NA,"C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CCCC4)C)O)O)C","1"
"HMDB02585","3b,12b-Dihydroxy-5b-cholanoic acid","HMDB0002585","5283832",NA,NA,"6718","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"HMDB13327","Dodecanedioylcarnitine","HMDB0013327","53481673",NA,NA,NA,"C[N+](C)(C)[C@H](CCC([O-])=O)OC(=O)CCCCCCCCCCC(O)=O","1"
"HMDB12530","11-Hydroxyeicosatetraenoate glyceryl ester","HMDB0012530","53481455",NA,NA,NA,"CCCCC/C=C\C=C\[C@H](C/C=C\C/C=C\CCCC(=O)OC(CO)CO)O","1"
"HMDB13651","2-(14,15-Epoxyeicosatrienoyl) Glycerol","HMDB0013651","53481916","132121",NA,NA,"CCCCCC1C(O1)C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO","1"
"HMDB02294","Resolvin D2","HMDB0002294","16061136",NA,NA,NA,"CC/C=C\C[C@@H](C(/C=C/C=C/C=C\C=C\[C@@H](C/C=C\CCC(=O)O)O)O)O","1"
"HMDB03733","Resolvin D1","HMDB0003733","44251266",NA,NA,NA,"CC/C=C\C[C@@H](/C=C/C=C\C=C\C=C\C([C@H](C/C=C\CCC(=O)O)O)O)O","1"
"HMDB11652","HDOPA","HMDB11652","68126051",NA,NA,NA,"C12C(O)3(CCC4=CC(=O)CC43C)1CC2C(=O)C(=O)O","1"
"HMDB02356","Hexacosanoic acid","HMDB0002356","10469","31009",NA,"6642","CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB11610","5-Taurinomethyl-2-thiouridine","HMDB0011610","53481004",NA,NA,NA,"OC[C@H]1O[C@H](C(O)C1O)N1C=C(CNCCS(O)(=O)=O)C(=O)NC1=S","1"
"HMDB13219","Behenoylglycine","HMDB0013219","21445006","87764",NA,NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)NCC(O)=O","1"
"HMDB00793","Monoiodothyronine","HMDB0000793","53477717",NA,NA,"5758","N[C@H](CC1=CC(I)=C(OC2=CC=C(O)C=C2)C=C1)C(O)=O","1"
"HMDB05041","Donepezil","HMDB0005041","3152","53289",NA,NA,"COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1","1"
"HMDB00501","7-oxo-cholesterol","HMDB00501","91474","64294",NA,NA,"CC(C)CCC(C)1CC23C(=O)C=C4C(O)CC4(C)3CC21C","1"
"HMDB01993","7a-Hydroxy-cholestene-3-one","HMDB0001993","123743","17899","C05455","6419","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](CC4=CC(=O)CC[C@]34C)O)C","1"
"HMDB03550","Calcidiol","HMDB0003550","5283731","17933","C01561","6949","C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C","1"
"HMDB06721","5,6-trans-25-Hydroxyvitamin D3","HMDB0006721","53477885",NA,NA,NA,"C[C@H](CCCC(C)(C)O)[C@H]1CCC\2[C@@]1(CCC/C2=C/C=C/3\C[C@@H](CCC3=C)O)C","1"
"HMDB06722","25-Hydroxytachysterol3","HMDB0006722","53477886",NA,NA,NA,"CC1=C(C(CCC1)O)/C=C/C2=CCC[C@]3(C2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C","1"
"HMDB12201","Cis-zeatin-7-N-glucoside","HMDB0012201","101928901","133211","C16443",NA,"C\C(CO)=C\CNC1=C2N(C=NC2=NC=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","1"
"HMDB12202","Cis-zeatin-9-N-glucoside","HMDB0012202","101921807","133208",NA,NA,"C\C(CO)=C\CNC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","1"
"HMDB12203","Cis-zeatin-O-glucoside","HMDB0012203","6250","29043","C15546",NA,"C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O","1"
"HMDB01274","dTDP","HMDB0001274","164628","18075","C00363","6129","CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O","1"
"HMDB00541","7b-Hydroxy-3-oxo-5b-cholanoic acid","HMDB0000541","22833531",NA,NA,"5526","C[C@H](CCC(=O)OC)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)CC4[C@@]3(CCC(=O)C4)C)C","1"
"HMDB11557","MG(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0011557","46896303",NA,NA,NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC(CO)CO","1"
"HMDB11587","MG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0/0:0)","HMDB0011587","53480995",NA,NA,NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](CO)O","1"
"HMDB01546","CDP","HMDB0001546","6132","17239","C00112","6313","NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"HMDB06806","Propinol adenylate","HMDB0006806","440863","62415","C05983",NA,"CCC(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N","1"
"HMDB05021","Quetiapine","HMDB0005021","5002","8707","C07397",NA,"OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12","1"
"HMDB00295","Uridine 5'-diphosphate","HMDB0000295","6031","17659","C00015",NA,"O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O","1"
"HMDB00447","7a,12a-Dihydroxy-3-oxo-4-cholenoic acid","HMDB0000447","5283996","49269","C15568","5436","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](CC4=CC(=O)CC[C@]34C)O)O)C","1"
"HMDB11555","MG(0:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)","HMDB0011555","53480970",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC(CO)CO","1"
"HMDB11556","MG(0:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0011556","53480971",NA,NA,NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC(CO)CO","1"
"HMDB11585","MG(22:5(4Z,7Z,10Z,13Z,16Z)/0:0/0:0)","HMDB0011585","53480993",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](CO)O","1"
"HMDB11586","MG(22:5(7Z,10Z,13Z,16Z,19Z)/0:0/0:0)","HMDB0011586","53480994",NA,NA,NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](CO)O","1"
"HMDB01938","Lisinopril","HMDB0001938","5362119","43755","D00362","1009","NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O","1"
"HMDB00312","3a,7a,12b-Trihydroxy-5b-cholanoic acid","HMDB0000312","5283869","36240","C04661","5301","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00320","3a,4b,7a-Trihydroxy-5b-cholanoic acid","HMDB0000320","53477681",NA,NA,"5309","C[C@@H](CCC(=O)O)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H]([C@@H]4O)O)C)O)C","1"
"HMDB00326","1b,3a,12a-Trihydroxy-5b-cholanoic acid","HMDB0000326","53477683","89219",NA,"5315","C[C@H](CCC(=O)O)C1CCC2[C@@]1([C@H](CC3C2CCC4[C@@]3([C@@H](C[C@H](C4)O)O)C)O)C","1"
"HMDB00330","3a,4b,12a-Trihydroxy-5b-cholanoic acid","HMDB0000330","53477684",NA,NA,"5319","C[C@@H](CCC(=O)O)C1CCC2[C@@]1([C@H](CC3C2CCC4[C@@]3(CC[C@H]([C@@H]4O)O)C)O)C","1"
"HMDB00364","3a,6a,7b-Trihydroxy-5b-cholanoic acid","HMDB0000364","5283851","81299","C17727","5353","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00371","1,3,12-Trihydroxycholan-24-oic acid","HMDB0000371","20849394",NA,NA,"5360","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(C[C@H]3[C@H]2CCC4[C@@]3(C(CC(C4)O)O)C)O)C","1"
"HMDB00376","3b,7a,12a-Trihydroxy-5a-Cholanoic acid","HMDB0000376","5283875",NA,NA,"5365","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@@H](C4)O)C)O)O)C","1"
"HMDB00390","3a,7b,12b-Trihydroxy-5b-cholanoic acid","HMDB0000390","5283872",NA,NA,"5379","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@@H](C[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00395","3b,7b,12a-Trihydroxy-5b-cholanoic acid","HMDB0000395","5283873",NA,NA,"5384","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@@H](C4)O)C)O)O)C","1"
"HMDB00404","2b,3a,7a-Trihydroxy-5b-cholanoic acid","HMDB0000404","5283847",NA,NA,"5393","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(C[C@@H]([C@H](C4)O)O)C)O)C","1"
"HMDB00414","1b,3a,7a-Trihydroxy-5b-cholanoic acid","HMDB0000414","5283846",NA,NA,"5403","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3([C@@H](C[C@H](C4)O)O)C)O)C","1"
"HMDB00415","3a,6b,7b-Trihydroxy-5b-cholanoic acid","HMDB0000415","5283853","81298","C17726","5404","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00419","3b,7a,12a-Trihydroxy-5b-cholanoic acid","HMDB0000419","5283870","88105",NA,"5408","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@@H](C4)O)C)O)O)C","1"
"HMDB00427","3b,7b,12a-Trihydroxy-5a-Cholanoic acid","HMDB0000427","5283879",NA,NA,"5416","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@H](C[C@@H]4[C@@]3(CC[C@@H](C4)O)C)O)O)C","1"
"HMDB00432","3a,7b,12a-Trihydroxy-5a-Cholanoic acid","HMDB0000432","5283877",NA,"C02373","5421","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00505","Allocholic acid","HMDB0000505","53477699",NA,"C17737","5491","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(C[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00506","Alpha-Muricholic acid","HMDB0000506","96023991",NA,"C17647","5492","C[C@H](CCC(=O)O)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00527","6a,12a-Dihydroxylithocholic acid","HMDB0000527","22833529",NA,NA,"5512","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2C[C@@H](C4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00619","Cholic acid","HMDB0000619","221493","16359","C00695","206","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00760","Hyocholic acid","HMDB0000760","131750324",NA,NA,"5728","[H][C@@]12CCC([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](O)[C@H](O)[C@]2([H])C[C@H](O)CC[C@]12C","1"
"HMDB00865","Muricholic acid","HMDB0000865","92805","134216",NA,"5826","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(C([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB00917","Ursocholic acid","HMDB0000917","122340","803879","C17644","5871","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","1"
"HMDB12958","Gamma-Tocotrienol","HMDB0012958","5282349","33277","C14155",NA,"CC1=C(C=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O","1"
"HMDB01508","dADP","HMDB0001508","53477733","16174","C00206","6286","NC1=NC=NC2=C1N=CN2C1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1","1"
"HMDB13335","3-Hydroxyhexadecadienoylcarnitine","HMDB0013335","53481689",NA,NA,NA,"CCC\C=C/C\C=C/CCCCC[C@@H](O)CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C","1"
"HMDB03536","dIDP","HMDB0003536","439488","28823","C01344",NA,"O[C@H]1C[C@@H](O[C@@H]1CO[P@@](O)(=O)OP(O)(O)=O)N1C=NC2=C1NC=NC2=O","1"
"HMDB00569","Deoxypyridinoline","HMDB0000569","11304480","89510",NA,"5552","N[C@@H](CCCC[N+]1=CC(CC[C@H](N)C([O-])=O)=C(C[C@H](N)C(O)=O)C(O)=C1)C(O)=O","1"
"HMDB03752","PC(10:0/0:0)","HMDB03752","22851442","77726",NA,NA,"CCCCCCCCCC(=O)OC(O)COP(=O)()OCC(C)(C)C","1"
"HMDB12516","11'-Carboxy-alpha-tocotrienol","HMDB0012516","53481452",NA,NA,NA,"CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC(=O)O)C)O","1"
"HMDB13333","3-Hydroxy-9-hexadecenoylcarnitine","HMDB0013333","53481699",NA,NA,NA,"CCCCCC\C=C/CCCCCC(O)CC(=O)O[C@@H](CC([O-])=O)C[N+](C)(C)C","1"
"HMDB12113","(22Alpha)-hydroxy-campest-4-en-3-one","HMDB0012113","25201842",NA,NA,NA,"C[C@H](C[C@@H]([C@@H](C)C1CCC2[C@@]1(CCC3C2CCC4=CC(=O)CC[C@]34C)C)O)C(C)C","1"
"HMDB12169","4alpha-Formyl-5alpha-cholesta-8-en-3beta-ol","HMDB0012169","25200885",NA,NA,NA,"CC(C)CCCC(C)C1CCC2[C@@]1(CCC3=C2CCC4[C@@]3(CC[C@@H]([C@H]4C=O)O)C)C","1"
"HMDB01492","Gamma-Tocopherol","HMDB0001492","14986","298402","C02483","6276","CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O","1"
"HMDB06335","Beta-tocopherol","HMDB0006335","6857447","47771","C14152",NA,"CC1=CC(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O","1"
"HMDB12112","(22Alpha)-hydroxy-5alpha-campestan-3-one","HMDB0012112","25202189",NA,"C15797",NA,"[H][C@@]12CCC3C4CCC([C@H](C)[C@@H](O)C[C@@H](C)C(C)C)[C@@]4(C)CCC3[C@@]1(C)CCC(=O)C2","1"
"HMDB07005","CPA(18:1(11Z)/0:0)","HMDB0007005","53477946",NA,NA,NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OCC1COP(=O)(O1)O","1"
"HMDB07006","CPA(18:1(9Z)/0:0)","HMDB0007006","11962187","1293375",NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OCC1COP(=O)(O1)O","1"
"HMDB06280","7-a,25-Dihydroxycholesterol","HMDB0006280","11954197","37623","C16678",NA,"C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"HMDB06281","7-a,27-Dihydroxycholesterol","HMDB0006281","440985","18431","C06341",NA,"C[C@H](CCCC(C)CO)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
"HMDB06763","20a,22b-Dihydroxycholesterol","HMDB0006763","53477897","1294","C05501",NA,"CC(C)CC[C@H]([C@@](C)([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CCC(C4)O)C)C)O)O","1"
"HMDB06764","17a,20a-Dihydroxycholesterol","HMDB0006764","7852","783","C05487",NA,"CC(C)CCC[C@](C)([C@]1(CCC2[C@@]1(CCC3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O)O","1"
"HMDB06886","7a,12a-Dihydroxy-5a-cholestan-3-one","HMDB0006886","53477902",NA,"C05458",NA,"CC(C)CCCC(C)C1CC[C@@H]2[C@@]1(C(C[C@H]3C2[C@@H](CC4[C@@]3(CCC(=O)C4)C)O)O)C","1"
"HMDB06887","7a,12a-Dihydroxy-5b-cholestan-3-one","HMDB0006887","53477903","2288","C05453",NA,"CC(C)CCCC(C)C1CC[C@H]2[C@@]1(C(C[C@H]3C2[C@@H](CC4[C@@]3(CCC(=O)C4)C)O)O)C","1"
"HMDB06894","3a,7a-Dihydroxy-5b-cholestan-26-al","HMDB0006894","53477906","27428","C05445",NA,"CC(CCCC(C)C1CCC2[C@@]1(CCC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C)C=O","1"
"HMDB11644","(24R)-Cholest-5-ene-3-beta,7-alpha,24-triol","HMDB0011644","53481010",NA,NA,NA,"C[C@H](CC[C@H](C(C)C)O)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C","1"
