"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB09273","PE(20:1(11Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0009273","52924570",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB09338","PE(20:3(5Z,8Z,11Z)/22:2(13Z,16Z))","HMDB0009338","53479764",NA,"C00350",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB09371","PE(20:3(8Z,11Z,14Z)/22:2(13Z,16Z))","HMDB0009371","52924631",NA,"C00350",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09403","PE(20:4(5Z,8Z,11Z,14Z)/22:1(13Z))","HMDB0009403","53479790",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09436","PE(20:4(8Z,11Z,14Z,17Z)/22:1(13Z))","HMDB0009436","53479820",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09468","PE(20:5(5Z,8Z,11Z,14Z,17Z)/22:0)","HMDB0009468","52924688",NA,"C00350",NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09500","PE(22:0/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0009500","52924735",NA,"C00350",NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB09531","PE(22:1(13Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0009531","53479869",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB09532","PE(22:1(13Z)/20:4(8Z,11Z,14Z,17Z))","HMDB0009532","53479870",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB09562","PE(22:2(13Z,16Z)/20:3(5Z,8Z,11Z))","HMDB0009562","53479886",NA,"C00350",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09563","PE(22:2(13Z,16Z)/20:3(8Z,11Z,14Z))","HMDB0009563","52924794",NA,"C00350",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB09593","PE(22:4(7Z,10Z,13Z,16Z)/20:1(11Z))","HMDB0009593","52924823",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09625","PE(22:5(4Z,7Z,10Z,13Z,16Z)/20:0)","HMDB0009625","53479921",NA,"C00350",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09658","PE(22:5(7Z,10Z,13Z,16Z,19Z)/20:0)","HMDB0009658","53479954",NA,"C00350",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09756","PE(24:1(15Z)/18:4(6Z,9Z,12Z,15Z))","HMDB0009756","53480028",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB13493","PGP(16:1(9Z)/18:3(6Z,9Z,12Z))","HMDB0013493","53481813",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](COP(=O)(O)O)O)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB13563","PGP(18:3(6Z,9Z,12Z)/16:1(9Z))","HMDB0013563","53481881",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](COP(=O)(O)O)O","1"
"HMDB13578","PGP(18:3(9Z,12Z,15Z)/16:1(9Z))","HMDB0013578","53481896",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](COP(=O)(O)O)O","1"
"HMDB13472","PGP(16:0/16:0)","HMDB0013472","49859598",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](COP(=O)(O)O)O)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB10614","PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0010614","24779554",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB10627","PG(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0010627","53480626",NA,NA,NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB10628","PG(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0010628","53480627",NA,NA,NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB10642","PG(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0010642","53480631",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB10643","PG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0010643","53480632",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB10656","PG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0010656","52926630",NA,NA,NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB10612","PG(18:0/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0010612","53480612",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB10613","PG(18:0/22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0010613","53480613",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB10626","PG(18:1(11Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0010626","53480625",NA,NA,NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB10641","PG(18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0010641","52926604",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08255","PC(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0008255","52922939",NA,"C00157",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08511","PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0008511","52923375",NA,"C00157",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08733","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))","HMDB0008733","52923701",NA,"C00157",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB04866","Lactosylceramide (d18:1/12:0)","HMDB0004866","52931260","89446","C01290","7123","CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1C([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)NC(=O)CCCCCCCCCCC)O","1"
"HMDB10611","PG(18:0/22:4(7Z,10Z,13Z,16Z))","HMDB0010611","52927148",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB03255","Amylopectin","HMDB0003255","439207","28057","C00317","3696","OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](OC[C@H]3O[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4CO)[C@H](O)[C@@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB12254","Maltopentaose","HMDB0012254","13489094","61952",NA,NA,"OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB13475","PGP(16:0/18:1(11Z))","HMDB0013475","9547136",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](COP(=O)(O)O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"HMDB13476","PGP(16:0/18:1(9Z))","HMDB0013476","5283518",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](COP(=O)(O)O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB13489","PGP(16:1(9Z)/18:0)","HMDB0013489","53481809",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](COP(=O)(O)O)O","1"
"HMDB13503","PGP(18:0/16:1(9Z))","HMDB0013503","53481822",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](COP(=O)(O)O)O)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB13517","PGP(18:1(11Z)/16:0)","HMDB0013517","53481835",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](COP(=O)(O)O)O","1"
"HMDB13532","PGP(18:1(9Z)/16:0)","HMDB0013532","53481850",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OC[C@H](COP(=O)(O)O)O","1"
"HMDB12417","PS(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0012417","52925534",NA,NA,NA,"CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB12447","PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","HMDB0012447","52925941",NA,NA,NA,"CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB07988","PC(16:0/22:4(7Z,10Z,13Z,16Z))","HMDB0007988","24778732",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08048","PC(18:0/20:4(5Z,8Z,11Z,14Z))","HMDB0008048","16219824",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08049","PC(18:0/20:4(8Z,11Z,14Z,17Z))","HMDB0008049","53478701",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08079","PC(18:1(11Z)/20:3(5Z,8Z,11Z))","HMDB0008079","53478737",NA,"C00157",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08080","PC(18:1(11Z)/20:3(8Z,11Z,14Z))","HMDB0008080","53478739",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08112","PC(18:1(9Z)/20:3(5Z,8Z,11Z))","HMDB0008112","24778947",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC","1"
"HMDB08113","PC(18:1(9Z)/20:3(8Z,11Z,14Z))","HMDB0008113","52922697",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08145","PC(18:2(9Z,12Z)/20:2(11Z,14Z))","HMDB0008145","52922743",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08176","PC(18:3(6Z,9Z,12Z)/20:1(11Z))","HMDB0008176","52922799",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08209","PC(18:3(9Z,12Z,15Z)/20:1(11Z))","HMDB0008209","52922857",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08241","PC(18:4(6Z,9Z,12Z,15Z)/20:0)","HMDB0008241","52922917",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08273","PC(20:0/18:4(6Z,9Z,12Z,15Z))","HMDB0008273","52923071",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08304","PC(20:1(11Z)/18:3(6Z,9Z,12Z))","HMDB0008304","52923117",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08305","PC(20:1(11Z)/18:3(9Z,12Z,15Z))","HMDB0008305","52923119",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB08336","PC(20:2(11Z,14Z)/18:2(9Z,12Z))","HMDB0008336","52923175",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08367","PC(20:3(5Z,8Z,11Z)/18:1(11Z))","HMDB0008367","53478955",NA,"C00157",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"HMDB08368","PC(20:3(5Z,8Z,11Z)/18:1(9Z))","HMDB0008368","53478957",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08400","PC(20:3(8Z,11Z,14Z)/18:1(11Z))","HMDB0008400","53479009",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08401","PC(20:3(8Z,11Z,14Z)/18:1(9Z))","HMDB0008401","52923233",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08431","PC(20:4(5Z,8Z,11Z,14Z)/18:0)","HMDB0008431","52923291",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08464","PC(20:4(8Z,11Z,14Z,17Z)/18:0)","HMDB0008464","53479067","88910","C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08626","PC(22:4(7Z,10Z,13Z,16Z)/16:0)","HMDB0008626","52923621",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB04975","Glucosylceramide (d18:1/24:1(15Z))","HMDB0004975","20057357",NA,"C01190","7228","CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O","1"
"HMDB10712","Galactosylceramide (d18:1/24:1(15Z))","HMDB0010712","53480656",NA,"C02686",NA,"CCCCCCCCCCCCC/C=C\C(C(CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)O","1"
"HMDB12406","PS(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0012406","52926085",NA,NA,NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB12438","PS(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0012438","46891810",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB12446","PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))","HMDB0012446","52925939",NA,NA,NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB08020","PC(16:1(9Z)/22:2(13Z,16Z))","HMDB0008020","52922473",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08046","PC(18:0/20:3(5Z,8Z,11Z))","HMDB0008046","24778855",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC","1"
"HMDB08047","PC(18:0/20:3(8Z,11Z,14Z))","HMDB0008047","24778857",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08078","PC(18:1(11Z)/20:2(11Z,14Z))","HMDB0008078","53478735",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08111","PC(18:1(9Z)/20:2(11Z,14Z))","HMDB0008111","52922695",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08144","PC(18:2(9Z,12Z)/20:1(11Z))","HMDB0008144","52922741",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08175","PC(18:3(6Z,9Z,12Z)/20:0)","HMDB0008175","52922797",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08208","PC(18:3(9Z,12Z,15Z)/20:0)","HMDB0008208","52922855",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08271","PC(20:0/18:3(6Z,9Z,12Z))","HMDB0008271","52923067",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08272","PC(20:0/18:3(9Z,12Z,15Z))","HMDB0008272","52923069",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB08303","PC(20:1(11Z)/18:2(9Z,12Z))","HMDB0008303","52923115",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08334","PC(20:2(11Z,14Z)/18:1(11Z))","HMDB0008334","53478919",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08335","PC(20:2(11Z,14Z)/18:1(9Z))","HMDB0008335","52923173",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08366","PC(20:3(5Z,8Z,11Z)/18:0)","HMDB0008366","53478953",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08399","PC(20:3(8Z,11Z,14Z)/18:0)","HMDB0008399","52923231",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08594","PC(22:2(13Z,16Z)/16:1(9Z))","HMDB0008594","52923561",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB12395","PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0012395","52925155",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
