,T_A1CF,T_ACVR1,T_AFF3,T_AFF4,T_AKT3,T_ALK,T_APC,T_ARHGAP5,T_ARHGEF12,T_ARID1A,T_ASXL1,T_ATM,T_AXIN1,T_BAP1,T_BCL10,T_BCL11A,T_BCL11B,T_BCL6,T_BCL7A,T_BCL9L,T_BCOR,T_BCORL1,T_BCR,T_BIRC6,T_BLM,T_BRCA1,T_BRIP1,T_BUB1B,T_CACNA1D,T_CALR,T_CAMTA1,T_CARD11,T_CARS,T_CASP3,T_CBFA2T3,T_CBL,T_CCND1,T_CCND2,T_CCR4,T_CD79A,T_CDH1,T_CDH10,T_CDK12,T_CDKN2A,T_CDX2,T_CHD4,T_CIC,T_CLIP1,T_CLTCL1,T_COL2A1,T_COL3A1,T_COX6C,T_CREB3L2,T_CREBBP,T_CRTC1,T_CSF3R,T_CSMD3,T_CTCF,T_CTNNA2,T_CUL3,T_CXCR4,T_CYLD,T_CYSLTR2,T_DCC,T_DDR2,T_DDX3X,T_DDX6,T_DICER1,T_DNAJB1,T_DNMT3A,T_DROSHA,T_EGFR,T_EIF3E,T_ELL,T_EP300,T_EPAS1,T_ERBB2,T_ERBB3,T_ERBB4,T_ERCC3,T_EWSR1,T_EZH2,T_FAM47C,T_FANCA,T_FANCG,T_FAT1,T_FAT4,T_FBXO11,T_FBXW7,T_FES,T_FGFR3,T_FLNA,T_FLT3,T_FOXP1,T_FOXR1,T_GATA1,T_GLI1,T_GNA11,T_GOPC,T_GRIN2A,T_HIST1H3B,T_HOXA9,T_HOXD11,T_HRAS,T_JAK1,T_JAK3,T_KDM5A,T_KDM6A,T_KEAP1,T_KMT2A,T_KMT2C,T_KMT2D,T_KRAS,T_LARP4B,T_LASP1,T_LCK,T_LIFR,T_LRIG3,T_LRP1B,T_LZTR1,T_MACC1,T_MAML2,T_MAP2K1,T_MAP2K2,T_MAP3K1,T_MAP3K13,T_MEN1,T_MLH1,T_MLLT3,T_MN1,T_MSH6,T_MTOR,T_MUC1,T_MUC16,T_MUC4,T_MUTYH,T_MYB,T_MYH11,T_MYO5A,T_N4BP2,T_NAB2,T_NCOA2,T_NCOR2,T_NF1,T_NF2,T_NFATC2,T_NFE2L2,T_NOTCH1,T_NOTCH2,T_NRAS,T_NRG1,T_NSD1,T_NUP214,T_PAFAH1B2,T_PALB2,T_PBRM1,T_PCBP1,T_PER1,T_PHOX2B,T_PIK3CB,T_PIK3R1,T_PMS1,T_PMS2,T_POLD1,T_POLE,T_POLQ,T_POT1,T_PPFIBP1,T_PPM1D,T_PREX2,T_PRKACA,T_PRKCB,T_PRPF40B,T_PTCH1,T_PTEN,T_PTPN13,T_PTPN6,T_PTPRC,T_PTPRK,T_RARA,T_RECQL4,T_RNF213,T_RNF43,T_ROS1,T_RPL22,T_SDHA,T_SDHAF2,T_SEPT9,T_SETD1B,T_SF3B1,T_SIRPA,T_SMARCA4,T_SPEN,T_SRSF3,T_STAT3,T_STAT6,T_STIL,T_TCF3,T_TCF7L2,T_TERT,T_THRAP3,T_TNFAIP3,T_TNFRSF17,T_TOP1,T_TP53,T_TPR,T_TRAF7,T_TRRAP,T_TSC1,T_TSC2,T_UBR5,T_USP6,T_ZFHX3,T_ZNF521
883,3.482,-2.383,-2.383,3.482,1.367,-2.383,3.482,3.482,3.482,3.482,0.84,3.482,3.797,3.482,3.797,3.482,3.482,3.482,3.482,3.482,3.482,3.482,3.482,3.797,3.482,3.482,3.797,3.482,3.797,3.482,3.797,1.367,3.482,3.482,3.482,1.367,-2.383,1.791,-2.383,3.482,1.791,-2.383,3.482,2.839,1.791,3.797,2.407,2.839,3.482,-2.383,-2.383,3.482,1.367,3.482,3.482,3.482,0.84,3.482,1.367,-2.383,3.482,3.482,3.482,1.367,-2.383,-2.383,3.482,3.482,3.482,3.482,3.482,1.202,-2.383,3.482,3.482,1.367,3.482,2.407,3.482,3.482,3.482,-2.383,-2.383,3.797,3.482,2.407,3.482,3.482,-2.383,3.482,3.482,3.482,3.797,2.839,3.482,-2.383,3.797,3.482,3.797,-2.383,3.482,1.367,1.367,3.482,3.482,1.791,3.482,1.791,3.482,3.797,-2.383,3.797,-3.34,3.482,3.482,3.482,3.482,-2.383,3.797,3.482,-2.383,-2.383,3.482,3.482,1.866,3.482,3.482,-2.383,3.482,1.367,3.482,3.482,2.046,1.297,3.797,1.791,3.482,3.797,3.482,3.482,3.482,3.482,3.797,-2.383,3.482,-2.383,1.367,-0.633,3.797,0.556,3.482,-2.383,3.482,1.791,3.797,-2.383,3.482,-2.383,3.482,-2.383,3.482,3.482,3.797,3.482,3.482,1.791,3.482,3.482,-2.383,3.482,3.482,-0.391,3.797,1.791,3.482,2.046,3.482,3.482,0.556,3.482,1.866,3.482,3.482,2.407,3.482,-2.383,3.482,3.482,3.482,3.482,-2.383,3.482,2.046,3.482,3.482,3.482,3.482,2.046,-2.383,3.482,3.482,3.482,3.482,3.482,3.335,3.482,3.482,2.407,3.482,3.482,3.482,3.482,1.367,1.791
884,4.812,-0.85,-0.85,4.812,4.334,-0.85,4.812,4.812,4.812,4.812,4.328,4.812,4.743,4.812,4.743,4.812,4.812,4.812,4.812,4.812,4.812,4.812,4.812,4.743,4.812,4.812,4.743,4.812,4.743,4.812,4.743,4.334,4.812,4.812,4.812,4.334,-0.85,-1.467,-0.85,4.812,-1.467,-0.85,4.812,4.036,-1.467,4.743,0.347,4.036,4.812,-0.85,-0.85,4.812,4.334,4.812,4.812,4.812,4.328,4.812,4.334,-0.85,4.812,4.812,4.812,4.334,-0.85,-0.85,4.812,4.812,4.812,4.812,4.812,-0.899,-0.85,4.812,4.812,4.334,4.812,0.347,4.812,4.812,4.812,-0.85,-0.85,4.743,4.812,0.347,4.812,4.812,-0.85,4.812,4.812,4.812,4.743,4.036,4.812,-0.85,4.743,4.812,4.743,-0.85,4.812,4.334,4.334,4.812,4.812,-1.467,4.812,-1.467,4.812,4.743,-0.85,4.743,4.771,4.812,4.812,4.812,4.812,-0.85,4.743,4.812,-0.85,-0.85,4.812,4.812,3.296,4.812,4.812,-0.85,4.812,4.334,4.812,4.812,4.095,-1.477,4.743,-1.467,4.812,4.743,4.812,4.812,4.812,4.812,4.743,-0.85,4.812,-0.85,4.334,-4.54,4.743,4.789,4.812,-0.85,4.812,-1.467,4.743,-0.85,4.812,-0.85,4.812,-0.85,4.812,4.812,4.743,4.812,4.812,-1.467,4.812,4.812,-0.85,4.812,4.812,-4.74,4.743,-1.467,4.812,4.095,4.812,4.812,4.789,4.812,3.296,4.812,4.812,0.347,4.812,-0.85,4.812,4.812,4.812,4.812,-0.85,4.812,4.095,4.812,4.812,4.812,4.812,4.095,-0.85,4.812,4.812,4.812,4.812,4.812,-4.035,4.812,4.812,0.347,4.812,4.812,4.812,4.812,4.334,-1.467
885,-3.028,-4.126,-4.126,-3.028,2.882,-4.126,-3.028,-3.028,-3.028,-3.028,-2.505,-3.028,-0.524,-3.028,-0.524,-3.028,-3.028,-3.028,-3.028,-3.028,-3.028,-3.028,-3.028,-0.524,-3.028,-3.028,-0.524,-3.028,-0.524,-3.028,-0.524,2.882,-3.028,-3.028,-3.028,2.882,-4.126,-0.043,-4.126,-3.028,-0.043,-4.126,-3.028,-1.371,-0.043,-0.524,-1.103,-1.371,-3.028,-4.126,-4.126,-3.028,2.882,-3.028,-3.028,-3.028,-2.505,-3.028,2.882,-4.126,-3.028,-3.028,-3.028,2.882,-4.126,-4.126,-3.028,-3.028,-3.028,-3.028,-3.028,-3.192,-4.126,-3.028,-3.028,2.882,-3.028,-1.103,-3.028,-3.028,-3.028,-4.126,-4.126,-0.524,-3.028,-1.103,-3.028,-3.028,-4.126,-3.028,-3.028,-3.028,-0.524,-1.371,-3.028,-4.126,-0.524,-3.028,-0.524,-4.126,-3.028,2.882,2.882,-3.028,-3.028,-0.043,-3.028,-0.043,-3.028,-0.524,-4.126,-0.524,-0.955,-3.028,-3.028,-3.028,-3.028,-4.126,-0.524,-3.028,-4.126,-4.126,-3.028,-3.028,-0.127,-3.028,-3.028,-4.126,-3.028,2.882,-3.028,-3.028,-2.832,0.168,-0.524,-0.043,-3.028,-0.524,-3.028,-3.028,-3.028,-3.028,-0.524,-4.126,-3.028,-4.126,2.882,0.997,-0.524,3.225,-3.028,-4.126,-3.028,-0.043,-0.524,-4.126,-3.028,-4.126,-3.028,-4.126,-3.028,-3.028,-0.524,-3.028,-3.028,-0.043,-3.028,-3.028,-4.126,-3.028,-3.028,-0.06,-0.524,-0.043,-3.028,-2.832,-3.028,-3.028,3.225,-3.028,-0.127,-3.028,-3.028,-1.103,-3.028,-4.126,-3.028,-3.028,-3.028,-3.028,-4.126,-3.028,-2.832,-3.028,-3.028,-3.028,-3.028,-2.832,-4.126,-3.028,-3.028,-3.028,-3.028,-3.028,-1.182,-3.028,-3.028,-1.103,-3.028,-3.028,-3.028,-3.028,2.882,-0.043
886,-4.713,-1.673,-1.673,-4.713,-4.242,-1.673,-4.713,-4.713,-4.713,-4.713,-1.438,-4.713,-0.301,-4.713,-0.301,-4.713,-4.713,-4.713,-4.713,-4.713,-4.713,-4.713,-4.713,-0.301,-4.713,-4.713,-0.301,-4.713,-0.301,-4.713,-0.301,-4.242,-4.713,-4.713,-4.713,-4.242,-1.673,-2.265,-1.673,-4.713,-2.265,-1.673,-4.713,-4.341,-2.265,-0.301,4.731,-4.341,-4.713,-1.673,-1.673,-4.713,-4.242,-4.713,-4.713,-4.713,-1.438,-4.713,-4.242,-1.673,-4.713,-4.713,-4.713,-4.242,-1.673,-1.673,-4.713,-4.713,-4.713,-4.713,-4.713,1.104,-1.673,-4.713,-4.713,-4.242,-4.713,4.731,-4.713,-4.713,-4.713,-1.673,-1.673,-0.301,-4.713,4.731,-4.713,-4.713,-1.673,-4.713,-4.713,-4.713,-0.301,-4.341,-4.713,-1.673,-0.301,-4.713,-0.301,-1.673,-4.713,-4.242,-4.242,-4.713,-4.713,-2.265,-4.713,-2.265,-4.713,-0.301,-1.673,-0.301,-1.72,-4.713,-4.713,-4.713,-4.713,-1.673,-0.301,-4.713,-1.673,-1.673,-4.713,-4.713,4.397,-4.713,-4.713,-1.673,-4.713,-4.242,-4.713,-4.713,4.199,-2.185,-0.301,-2.265,-4.713,-0.301,-4.713,-4.713,-4.713,-4.713,-0.301,-1.673,-4.713,-1.673,-4.242,-1.995,-0.301,-4.635,-4.713,-1.673,-4.713,-2.265,-0.301,-1.673,-4.713,-1.673,-4.713,-1.673,-4.713,-4.713,-0.301,-4.713,-4.713,-2.265,-4.713,-4.713,-1.673,-4.713,-4.713,3.867,-0.301,-2.265,-4.713,4.199,-4.713,-4.713,-4.635,-4.713,4.397,-4.713,-4.713,4.731,-4.713,-1.673,-4.713,-4.713,-4.713,-4.713,-1.673,-4.713,4.199,-4.713,-4.713,-4.713,-4.713,4.199,-1.673,-4.713,-4.713,-4.713,-4.713,-4.713,0.893,-4.713,-4.713,4.731,-4.713,-4.713,-4.713,-4.713,-4.242,-2.265
887,0.528,0.771,0.771,0.528,-2.273,0.771,0.528,0.528,0.528,0.528,-0.624,0.528,-0.734,0.528,-0.734,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,-0.734,0.528,0.528,-0.734,0.528,-0.734,0.528,-0.734,-2.273,0.528,0.528,0.528,-2.273,0.771,-4.886,0.771,0.528,-4.886,0.771,0.528,-0.327,-4.886,-0.734,-0.272,-0.327,0.528,0.771,0.771,0.528,-2.273,0.528,0.528,0.528,-0.624,0.528,-2.273,0.771,0.528,0.528,0.528,-2.273,0.771,0.771,0.528,0.528,0.528,0.528,0.528,-0.972,0.771,0.528,0.528,-2.273,0.528,-0.272,0.528,0.528,0.528,0.771,0.771,-0.734,0.528,-0.272,0.528,0.528,0.771,0.528,0.528,0.528,-0.734,-0.327,0.528,0.771,-0.734,0.528,-0.734,0.771,0.528,-2.273,-2.273,0.528,0.528,-4.886,0.528,-4.886,0.528,-0.734,0.771,-0.734,0.257,0.528,0.528,0.528,0.528,0.771,-0.734,0.528,0.771,0.771,0.528,0.528,-0.938,0.528,0.528,0.771,0.528,-2.273,0.528,0.528,-0.039,-4.053,-0.734,-4.886,0.528,-0.734,0.528,0.528,0.528,0.528,-0.734,0.771,0.528,0.771,-2.273,-1.09,-0.734,-0.529,0.528,0.771,0.528,-4.886,-0.734,0.771,0.528,0.771,0.528,0.771,0.528,0.528,-0.734,0.528,0.528,-4.886,0.528,0.528,0.771,0.528,0.528,-4.805,-0.734,-4.886,0.528,-0.039,0.528,0.528,-0.529,0.528,-0.938,0.528,0.528,-0.272,0.528,0.771,0.528,0.528,0.528,0.528,0.771,0.528,-0.039,0.528,0.528,0.528,0.528,-0.039,0.771,0.528,0.528,0.528,0.528,0.528,0.494,0.528,0.528,-0.272,0.528,0.528,0.528,0.528,-2.273,-4.886
888,2.458,2.527,2.527,2.458,2.867,2.527,2.458,2.458,2.458,2.458,0.3,2.458,2.755,2.458,2.755,2.458,2.458,2.458,2.458,2.458,2.458,2.458,2.458,2.755,2.458,2.458,2.755,2.458,2.755,2.458,2.755,2.867,2.458,2.458,2.458,2.867,2.527,4.012,2.527,2.458,4.012,2.527,2.458,-1.819,4.012,2.755,-1.261,-1.819,2.458,2.527,2.527,2.458,2.867,2.458,2.458,2.458,0.3,2.458,2.867,2.527,2.458,2.458,2.458,2.867,2.527,2.527,2.458,2.458,2.458,2.458,2.458,-0.233,2.527,2.458,2.458,2.867,2.458,-1.261,2.458,2.458,2.458,2.527,2.527,2.755,2.458,-1.261,2.458,2.458,2.527,2.458,2.458,2.458,2.755,-1.819,2.458,2.527,2.755,2.458,2.755,2.527,2.458,2.867,2.867,2.458,2.458,4.012,2.458,4.012,2.458,2.755,2.527,2.755,0.468,2.458,2.458,2.458,2.458,2.527,2.755,2.458,2.527,2.527,2.458,2.458,4.138,2.458,2.458,2.527,2.458,2.867,2.458,2.458,3.026,4.057,2.755,4.012,2.458,2.755,2.458,2.458,2.458,2.458,2.755,2.527,2.458,2.527,2.867,2.878,2.755,1.96,2.458,2.527,2.458,4.012,2.755,2.527,2.458,2.527,2.458,2.527,2.458,2.458,2.755,2.458,2.458,4.012,2.458,2.458,2.527,2.458,2.458,-3.314,2.755,4.012,2.458,3.026,2.458,2.458,1.96,2.458,4.138,2.458,2.458,-1.261,2.458,2.527,2.458,2.458,2.458,2.458,2.527,2.458,3.026,2.458,2.458,2.458,2.458,3.026,2.527,2.458,2.458,2.458,2.458,2.458,0.658,2.458,2.458,-1.261,2.458,2.458,2.458,2.458,2.867,4.012
889,-3.478,-0.625,-0.625,-3.478,0.522,-0.625,-3.478,-3.478,-3.478,-3.478,-3.352,-3.478,2.138,-3.478,2.138,-3.478,-3.478,-3.478,-3.478,-3.478,-3.478,-3.478,-3.478,2.138,-3.478,-3.478,2.138,-3.478,2.138,-3.478,2.138,0.522,-3.478,-3.478,-3.478,0.522,-0.625,-0.302,-0.625,-3.478,-0.302,-0.625,-3.478,3.114,-0.302,2.138,3.27,3.114,-3.478,-0.625,-0.625,-3.478,0.522,-3.478,-3.478,-3.478,-3.352,-3.478,0.522,-0.625,-3.478,-3.478,-3.478,0.522,-0.625,-0.625,-3.478,-3.478,-3.478,-3.478,-3.478,-3.645,-0.625,-3.478,-3.478,0.522,-3.478,3.27,-3.478,-3.478,-3.478,-0.625,-0.625,2.138,-3.478,3.27,-3.478,-3.478,-0.625,-3.478,-3.478,-3.478,2.138,3.114,-3.478,-0.625,2.138,-3.478,2.138,-0.625,-3.478,0.522,0.522,-3.478,-3.478,-0.302,-3.478,-0.302,-3.478,2.138,-0.625,2.138,-2.621,-3.478,-3.478,-3.478,-3.478,-0.625,2.138,-3.478,-0.625,-0.625,-3.478,-3.478,-0.697,-3.478,-3.478,-0.625,-3.478,0.522,-3.478,-3.478,-1.155,-2.154,2.138,-0.302,-3.478,2.138,-3.478,-3.478,-3.478,-3.478,2.138,-0.625,-3.478,-0.625,0.522,2.122,2.138,1.714,-3.478,-0.625,-3.478,-0.302,2.138,-0.625,-3.478,-0.625,-3.478,-0.625,-3.478,-3.478,2.138,-3.478,-3.478,-0.302,-3.478,-3.478,-0.625,-3.478,-3.478,-1.781,2.138,-0.302,-3.478,-1.155,-3.478,-3.478,1.714,-3.478,-0.697,-3.478,-3.478,3.27,-3.478,-0.625,-3.478,-3.478,-3.478,-3.478,-0.625,-3.478,-1.155,-3.478,-3.478,-3.478,-3.478,-1.155,-0.625,-3.478,-3.478,-3.478,-3.478,-3.478,-1.72,-3.478,-3.478,3.27,-3.478,-3.478,-3.478,-3.478,0.522,-0.302
890,0.009,-0.593,-0.593,0.009,2.123,-0.593,0.009,0.009,0.009,0.009,0.101,0.009,0.882,0.009,0.882,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.882,0.009,0.009,0.882,0.009,0.882,0.009,0.882,2.123,0.009,0.009,0.009,2.123,-0.593,-0.296,-0.593,0.009,-0.296,-0.593,0.009,-0.566,-0.296,0.882,0.79,-0.566,0.009,-0.593,-0.593,0.009,2.123,0.009,0.009,0.009,0.101,0.009,2.123,-0.593,0.009,0.009,0.009,2.123,-0.593,-0.593,0.009,0.009,0.009,0.009,0.009,0.469,-0.593,0.009,0.009,2.123,0.009,0.79,0.009,0.009,0.009,-0.593,-0.593,0.882,0.009,0.79,0.009,0.009,-0.593,0.009,0.009,0.009,0.882,-0.566,0.009,-0.593,0.882,0.009,0.882,-0.593,0.009,2.123,2.123,0.009,0.009,-0.296,0.009,-0.296,0.009,0.882,-0.593,0.882,0.186,0.009,0.009,0.009,0.009,-0.593,0.882,0.009,-0.593,-0.593,0.009,0.009,-0.588,0.009,0.009,-0.593,0.009,2.123,0.009,0.009,-0.488,0.176,0.882,-0.296,0.009,0.882,0.009,0.009,0.009,0.009,0.882,-0.593,0.009,-0.593,2.123,-0.255,0.882,0.454,0.009,-0.593,0.009,-0.296,0.882,-0.593,0.009,-0.593,0.009,-0.593,0.009,0.009,0.882,0.009,0.009,-0.296,0.009,0.009,-0.593,0.009,0.009,0.111,0.882,-0.296,0.009,-0.488,0.009,0.009,0.454,0.009,-0.588,0.009,0.009,0.79,0.009,-0.593,0.009,0.009,0.009,0.009,-0.593,0.009,-0.488,0.009,0.009,0.009,0.009,-0.488,-0.593,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.79,0.009,0.009,0.009,0.009,2.123,-0.296
891,2.197,0.2,0.2,2.197,-0.738,0.2,2.197,2.197,2.197,2.197,0,2.197,2.457,2.197,2.457,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.197,2.457,2.197,2.197,2.457,2.197,2.457,2.197,2.457,-0.738,2.197,2.197,2.197,-0.738,0.2,0.786,0.2,2.197,0.786,0.2,2.197,0,0.786,2.457,3.3,0,2.197,0.2,0.2,2.197,-0.738,2.197,2.197,2.197,0,2.197,-0.738,0.2,2.197,2.197,2.197,-0.738,0.2,0.2,2.197,2.197,2.197,2.197,2.197,0.24,0.2,2.197,2.197,-0.738,2.197,3.3,2.197,2.197,2.197,0.2,0.2,2.457,2.197,3.3,2.197,2.197,0.2,2.197,2.197,2.197,2.457,0,2.197,0.2,2.457,2.197,2.457,0.2,2.197,-0.738,-0.738,2.197,2.197,0.786,2.197,0.786,2.197,2.457,0.2,2.457,4.007,2.197,2.197,2.197,2.197,0.2,2.457,2.197,0.2,0.2,2.197,2.197,-4.865,2.197,2.197,0.2,2.197,-0.738,2.197,2.197,1.519,1.522,2.457,0.786,2.197,2.457,2.197,2.197,2.197,2.197,2.457,0.2,2.197,0.2,-0.738,1.553,2.457,0,2.197,0.2,2.197,0.786,2.457,0.2,2.197,0.2,2.197,0.2,2.197,2.197,2.457,2.197,2.197,0.786,2.197,2.197,0.2,2.197,2.197,4.886,2.457,0.786,2.197,1.519,2.197,2.197,0,2.197,-4.865,2.197,2.197,3.3,2.197,0.2,2.197,2.197,2.197,2.197,0.2,2.197,1.519,2.197,2.197,2.197,2.197,1.519,0.2,2.197,2.197,2.197,2.197,2.197,0,2.197,2.197,3.3,2.197,2.197,2.197,2.197,-0.738,0.786
892,4.467,0,0,4.467,-3.016,0,4.467,4.467,4.467,4.467,4.266,4.467,1.95,4.467,1.95,4.467,4.467,4.467,4.467,4.467,4.467,4.467,4.467,1.95,4.467,4.467,1.95,4.467,1.95,4.467,1.95,-3.016,4.467,4.467,4.467,-3.016,0,3.178,0,4.467,3.178,0,4.467,0.393,3.178,1.95,2.273,0.393,4.467,0,0,4.467,-3.016,4.467,4.467,4.467,4.266,4.467,-3.016,0,4.467,4.467,4.467,-3.016,0,0,4.467,4.467,4.467,4.467,4.467,0,0,4.467,4.467,-3.016,4.467,2.273,4.467,4.467,4.467,0,0,1.95,4.467,2.273,4.467,4.467,0,4.467,4.467,4.467,1.95,0.393,4.467,0,1.95,4.467,1.95,0,4.467,-3.016,-3.016,4.467,4.467,3.178,4.467,3.178,4.467,1.95,0,1.95,-4.575,4.467,4.467,4.467,4.467,0,1.95,4.467,0,0,4.467,4.467,4.329,4.467,4.467,0,4.467,-3.016,4.467,4.467,2.301,-4.27,1.95,3.178,4.467,1.95,4.467,4.467,4.467,4.467,1.95,0,4.467,0,-3.016,-4.059,1.95,-4.07,4.467,0,4.467,3.178,1.95,0,4.467,0,4.467,0,4.467,4.467,1.95,4.467,4.467,3.178,4.467,4.467,0,4.467,4.467,-3.265,1.95,3.178,4.467,2.301,4.467,4.467,-4.07,4.467,4.329,4.467,4.467,2.273,4.467,0,4.467,4.467,4.467,4.467,0,4.467,2.301,4.467,4.467,4.467,4.467,2.301,0,4.467,4.467,4.467,4.467,4.467,0.646,4.467,4.467,2.273,4.467,4.467,4.467,4.467,-3.016,3.178
893,0,-0.625,-0.625,0,4.751,-0.625,0,0,0,0,0.736,0,-0.373,0,-0.373,0,0,0,0,0,0,0,0,-0.373,0,0,-0.373,0,-0.373,0,-0.373,4.751,0,0,0,4.751,-0.625,-0.221,-0.625,0,-0.221,-0.625,0,4.655,-0.221,-0.373,-0.251,4.655,0,-0.625,-0.625,0,4.751,0,0,0,0.736,0,4.751,-0.625,0,0,0,4.751,-0.625,-0.625,0,0,0,0,0,0.906,-0.625,0,0,4.751,0,-0.251,0,0,0,-0.625,-0.625,-0.373,0,-0.251,0,0,-0.625,0,0,0,-0.373,4.655,0,-0.625,-0.373,0,-0.373,-0.625,0,4.751,4.751,0,0,-0.221,0,-0.221,0,-0.373,-0.625,-0.373,4.727,0,0,0,0,-0.625,-0.373,0,-0.625,-0.625,0,0,4.752,0,0,-0.625,0,4.751,0,0,4.221,-0.627,-0.373,-0.221,0,-0.373,0,0,0,0,-0.373,-0.625,0,-0.625,4.751,1.443,-0.373,0.333,0,-0.625,0,-0.221,-0.373,-0.625,0,-0.625,0,-0.625,0,0,-0.373,0,0,-0.221,0,0,-0.625,0,0,-0.068,-0.373,-0.221,0,4.221,0,0,0.333,0,4.752,0,0,-0.251,0,-0.625,0,0,0,0,-0.625,0,4.221,0,0,0,0,4.221,-0.625,0,0,0,0,0,-2.276,0,0,-0.251,0,0,0,0,4.751,-0.221
894,4.582,-1.674,-1.674,4.582,1.54,-1.674,4.582,4.582,4.582,4.582,-0.607,4.582,2.76,4.582,2.76,4.582,4.582,4.582,4.582,4.582,4.582,4.582,4.582,2.76,4.582,4.582,2.76,4.582,2.76,4.582,2.76,1.54,4.582,4.582,4.582,1.54,-1.674,-1.066,-1.674,4.582,-1.066,-1.674,4.582,3.862,-1.066,2.76,-3.691,3.862,4.582,-1.674,-1.674,4.582,1.54,4.582,4.582,4.582,-0.607,4.582,1.54,-1.674,4.582,4.582,4.582,1.54,-1.674,-1.674,4.582,4.582,4.582,4.582,4.582,3.889,-1.674,4.582,4.582,1.54,4.582,-3.691,4.582,4.582,4.582,-1.674,-1.674,2.76,4.582,-3.691,4.582,4.582,-1.674,4.582,4.582,4.582,2.76,3.862,4.582,-1.674,2.76,4.582,2.76,-1.674,4.582,1.54,1.54,4.582,4.582,-1.066,4.582,-1.066,4.582,2.76,-1.674,2.76,-4.537,4.582,4.582,4.582,4.582,-1.674,2.76,4.582,-1.674,-1.674,4.582,4.582,-0.982,4.582,4.582,-1.674,4.582,1.54,4.582,4.582,4.715,-3.707,2.76,-1.066,4.582,2.76,4.582,4.582,4.582,4.582,2.76,-1.674,4.582,-1.674,1.54,2.769,2.76,-2.301,4.582,-1.674,4.582,-1.066,2.76,-1.674,4.582,-1.674,4.582,-1.674,4.582,4.582,2.76,4.582,4.582,-1.066,4.582,4.582,-1.674,4.582,4.582,-4.293,2.76,-1.066,4.582,4.715,4.582,4.582,-2.301,4.582,-0.982,4.582,4.582,-3.691,4.582,-1.674,4.582,4.582,4.582,4.582,-1.674,4.582,4.715,4.582,4.582,4.582,4.582,4.715,-1.674,4.582,4.582,4.582,4.582,4.582,0.924,4.582,4.582,-3.691,4.582,4.582,4.582,4.582,1.54,-1.066
895,0.281,-4.29,-4.29,0.281,-1.694,-4.29,0.281,0.281,0.281,0.281,1.993,0.281,4.665,0.281,4.665,0.281,0.281,0.281,0.281,0.281,0.281,0.281,0.281,4.665,0.281,0.281,4.665,0.281,4.665,0.281,4.665,-1.694,0.281,0.281,0.281,-1.694,-4.29,4.198,-4.29,0.281,4.198,-4.29,0.281,1.534,4.198,4.665,4.829,1.534,0.281,-4.29,-4.29,0.281,-1.694,0.281,0.281,0.281,1.993,0.281,-1.694,-4.29,0.281,0.281,0.281,-1.694,-4.29,-4.29,0.281,0.281,0.281,0.281,0.281,0.91,-4.29,0.281,0.281,-1.694,0.281,4.829,0.281,0.281,0.281,-4.29,-4.29,4.665,0.281,4.829,0.281,0.281,-4.29,0.281,0.281,0.281,4.665,1.534,0.281,-4.29,4.665,0.281,4.665,-4.29,0.281,-1.694,-1.694,0.281,0.281,4.198,0.281,4.198,0.281,4.665,-4.29,4.665,-1.757,0.281,0.281,0.281,0.281,-4.29,4.665,0.281,-4.29,-4.29,0.281,0.281,4.48,0.281,0.281,-4.29,0.281,-1.694,0.281,0.281,0.993,1.24,4.665,4.198,0.281,4.665,0.281,0.281,0.281,0.281,4.665,-4.29,0.281,-4.29,-1.694,0.529,4.665,1.086,0.281,-4.29,0.281,4.198,4.665,-4.29,0.281,-4.29,0.281,-4.29,0.281,0.281,4.665,0.281,0.281,4.198,0.281,0.281,-4.29,0.281,0.281,-3.258,4.665,4.198,0.281,0.993,0.281,0.281,1.086,0.281,4.48,0.281,0.281,4.829,0.281,-4.29,0.281,0.281,0.281,0.281,-4.29,0.281,0.993,0.281,0.281,0.281,0.281,0.993,-4.29,0.281,0.281,0.281,0.281,0.281,-4.521,0.281,0.281,4.829,0.281,0.281,0.281,0.281,-1.694,4.198
