,T_A1CF,T_ACVR1,T_AFF3,T_AFF4,T_AKT3,T_ALK,T_APC,T_ARHGAP5,T_ARHGEF12,T_ARID1A,T_ASXL1,T_ATM,T_AXIN1,T_BAP1,T_BCL10,T_BCL11A,T_BCL11B,T_BCL6,T_BCL7A,T_BCL9L,T_BCOR,T_BCORL1,T_BCR,T_BIRC6,T_BLM,T_BRCA1,T_BRIP1,T_BUB1B,T_CACNA1D,T_CALR,T_CAMTA1,T_CARD11,T_CARS,T_CASP3,T_CBFA2T3,T_CBL,T_CCND1,T_CCND2,T_CCR4,T_CD79A,T_CDH1,T_CDH10,T_CDK12,T_CDKN2A,T_CDX2,T_CHD4,T_CIC,T_CLIP1,T_CLTCL1,T_COL2A1,T_COL3A1,T_COX6C,T_CREB3L2,T_CREBBP,T_CRTC1,T_CSF3R,T_CSMD3,T_CTCF,T_CTNNA2,T_CUL3,T_CXCR4,T_CYLD,T_CYSLTR2,T_DCC,T_DDR2,T_DDX3X,T_DDX6,T_DICER1,T_DNAJB1,T_DNMT3A,T_DROSHA,T_EGFR,T_EIF3E,T_ELL,T_EP300,T_EPAS1,T_ERBB2,T_ERBB3,T_ERBB4,T_ERCC3,T_EWSR1,T_EZH2,T_FAM47C,T_FANCA,T_FANCG,T_FAT1,T_FAT4,T_FBXO11,T_FBXW7,T_FES,T_FGFR3,T_FLNA,T_FLT3,T_FOXP1,T_FOXR1,T_GATA1,T_GLI1,T_GNA11,T_GOPC,T_GRIN2A,T_HIST1H3B,T_HOXA9,T_HOXD11,T_HRAS,T_JAK1,T_JAK3,T_KDM5A,T_KDM6A,T_KEAP1,T_KMT2A,T_KMT2C,T_KMT2D,T_KRAS,T_LARP4B,T_LASP1,T_LCK,T_LIFR,T_LRIG3,T_LRP1B,T_LZTR1,T_MACC1,T_MAML2,T_MAP2K1,T_MAP2K2,T_MAP3K1,T_MAP3K13,T_MEN1,T_MLH1,T_MLLT3,T_MN1,T_MSH6,T_MTOR,T_MUC1,T_MUC16,T_MUC4,T_MUTYH,T_MYB,T_MYH11,T_MYO5A,T_N4BP2,T_NAB2,T_NCOA2,T_NCOR2,T_NF1,T_NF2,T_NFATC2,T_NFE2L2,T_NOTCH1,T_NOTCH2,T_NRAS,T_NRG1,T_NSD1,T_NUP214,T_PAFAH1B2,T_PALB2,T_PBRM1,T_PCBP1,T_PER1,T_PHOX2B,T_PIK3CB,T_PIK3R1,T_PMS1,T_PMS2,T_POLD1,T_POLE,T_POLQ,T_POT1,T_PPFIBP1,T_PPM1D,T_PREX2,T_PRKACA,T_PRKCB,T_PRPF40B,T_PTCH1,T_PTEN,T_PTPN13,T_PTPN6,T_PTPRC,T_PTPRK,T_RARA,T_RECQL4,T_RNF213,T_RNF43,T_ROS1,T_RPL22,T_SDHA,T_SDHAF2,T_SEPT9,T_SETD1B,T_SF3B1,T_SIRPA,T_SMARCA4,T_SPEN,T_SRSF3,T_STAT3,T_STAT6,T_STIL,T_TCF3,T_TCF7L2,T_TERT,T_THRAP3,T_TNFAIP3,T_TNFRSF17,T_TOP1,T_TP53,T_TPR,T_TRAF7,T_TRRAP,T_TSC1,T_TSC2,T_UBR5,T_USP6,T_ZFHX3,T_ZNF521
90,-4.785,4.753,4.753,-4.785,-1.89,4.753,-4.785,-4.785,-4.785,-4.785,-4.593,-4.785,0.541,-4.785,0.541,-4.785,-4.785,-4.785,-4.785,-4.785,-4.785,-4.785,-4.785,0.541,-4.785,-4.785,0.541,-4.785,0.541,-4.785,0.541,-1.89,-4.785,-4.785,-4.785,-1.89,4.753,-4.44,4.753,-4.785,-4.44,4.753,-4.785,-0.254,-4.44,0.541,1.303,-0.254,-4.785,4.753,4.753,-4.785,-1.89,-4.785,-4.785,-4.785,-4.593,-4.785,-1.89,4.753,-4.785,-4.785,-4.785,-1.89,4.753,4.753,-4.785,-4.785,-4.785,-4.785,-4.785,4.49,4.753,-4.785,-4.785,-1.89,-4.785,1.303,-4.785,-4.785,-4.785,4.753,4.753,0.541,-4.785,1.303,-4.785,-4.785,4.753,-4.785,-4.785,-4.785,0.541,-0.254,-4.785,4.753,0.541,-4.785,0.541,4.753,-4.785,-1.89,-1.89,-4.785,-4.785,-4.44,-4.785,-4.44,-4.785,0.541,4.753,0.541,0.428,-4.785,-4.785,-4.785,-4.785,4.753,0.541,-4.785,4.753,4.753,-4.785,-4.785,3.881,-4.785,-4.785,4.753,-4.785,-1.89,-4.785,-4.785,-0.28,3.698,0.541,-4.44,-4.785,0.541,-4.785,-4.785,-4.785,-4.785,0.541,4.753,-4.785,4.753,-1.89,-1.727,0.541,2.047,-4.785,4.753,-4.785,-4.44,0.541,4.753,-4.785,4.753,-4.785,4.753,-4.785,-4.785,0.541,-4.785,-4.785,-4.44,-4.785,-4.785,4.753,-4.785,-4.785,2.281,0.541,-4.44,-4.785,-0.28,-4.785,-4.785,2.047,-4.785,3.881,-4.785,-4.785,1.303,-4.785,4.753,-4.785,-4.785,-4.785,-4.785,4.753,-4.785,-0.28,-4.785,-4.785,-4.785,-4.785,-0.28,4.753,-4.785,-4.785,-4.785,-4.785,-4.785,-0.253,-4.785,-4.785,1.303,-4.785,-4.785,-4.785,-4.785,-1.89,-4.44
91,4.099,-2.043,-2.043,4.099,-1.926,-2.043,4.099,4.099,4.099,4.099,4.217,4.099,0.575,4.099,0.575,4.099,4.099,4.099,4.099,4.099,4.099,4.099,4.099,0.575,4.099,4.099,0.575,4.099,0.575,4.099,0.575,-1.926,4.099,4.099,4.099,-1.926,-2.043,-4.752,-2.043,4.099,-4.752,-2.043,4.099,-4.88,-4.752,0.575,-4.754,-4.88,4.099,-2.043,-2.043,4.099,-1.926,4.099,4.099,4.099,4.217,4.099,-1.926,-2.043,4.099,4.099,4.099,-1.926,-2.043,-2.043,4.099,4.099,4.099,4.099,4.099,1.882,-2.043,4.099,4.099,-1.926,4.099,-4.754,4.099,4.099,4.099,-2.043,-2.043,0.575,4.099,-4.754,4.099,4.099,-2.043,4.099,4.099,4.099,0.575,-4.88,4.099,-2.043,0.575,4.099,0.575,-2.043,4.099,-1.926,-1.926,4.099,4.099,-4.752,4.099,-4.752,4.099,0.575,-2.043,0.575,4.654,4.099,4.099,4.099,4.099,-2.043,0.575,4.099,-2.043,-2.043,4.099,4.099,4.407,4.099,4.099,-2.043,4.099,-1.926,4.099,4.099,-4.561,4.664,0.575,-4.752,4.099,0.575,4.099,4.099,4.099,4.099,0.575,-2.043,4.099,-2.043,-1.926,-1.728,0.575,-3.221,4.099,-2.043,4.099,-4.752,0.575,-2.043,4.099,-2.043,4.099,-2.043,4.099,4.099,0.575,4.099,4.099,-4.752,4.099,4.099,-2.043,4.099,4.099,3.884,0.575,-4.752,4.099,-4.561,4.099,4.099,-3.221,4.099,4.407,4.099,4.099,-4.754,4.099,-2.043,4.099,4.099,4.099,4.099,-2.043,4.099,-4.561,4.099,4.099,4.099,4.099,-4.561,-2.043,4.099,4.099,4.099,4.099,4.099,4.854,4.099,4.099,-4.754,4.099,4.099,4.099,4.099,-1.926,-4.752
92,4.614,3.619,3.619,4.614,0.725,3.619,4.614,4.614,4.614,4.614,-0.467,4.614,-3.371,4.614,-3.371,4.614,4.614,4.614,4.614,4.614,4.614,4.614,4.614,-3.371,4.614,4.614,-3.371,4.614,-3.371,4.614,-3.371,0.725,4.614,4.614,4.614,0.725,3.619,-1.005,3.619,4.614,-1.005,3.619,4.614,-3.541,-1.005,-3.371,0,-3.541,4.614,3.619,3.619,4.614,0.725,4.614,4.614,4.614,-0.467,4.614,0.725,3.619,4.614,4.614,4.614,0.725,3.619,3.619,4.614,4.614,4.614,4.614,4.614,2.394,3.619,4.614,4.614,0.725,4.614,0,4.614,4.614,4.614,3.619,3.619,-3.371,4.614,0,4.614,4.614,3.619,4.614,4.614,4.614,-3.371,-3.541,4.614,3.619,-3.371,4.614,-3.371,3.619,4.614,0.725,0.725,4.614,4.614,-1.005,4.614,-1.005,4.614,-3.371,3.619,-3.371,-3.706,4.614,4.614,4.614,4.614,3.619,-3.371,4.614,3.619,3.619,4.614,4.614,3.89,4.614,4.614,3.619,4.614,0.725,4.614,4.614,-3.248,2.038,-3.371,-1.005,4.614,-3.371,4.614,4.614,4.614,4.614,-3.371,3.619,4.614,3.619,0.725,-1.782,-3.371,-2.365,4.614,3.619,4.614,-1.005,-3.371,3.619,4.614,3.619,4.614,3.619,4.614,4.614,-3.371,4.614,4.614,-1.005,4.614,4.614,3.619,4.614,4.614,1.153,-3.371,-1.005,4.614,-3.248,4.614,4.614,-2.365,4.614,3.89,4.614,4.614,0,4.614,3.619,4.614,4.614,4.614,4.614,3.619,4.614,-3.248,4.614,4.614,4.614,4.614,-3.248,3.619,4.614,4.614,4.614,4.614,4.614,3.327,4.614,4.614,0,4.614,4.614,4.614,4.614,0.725,-1.005
93,-1.526,-0.38,-0.38,-1.526,-0.186,-0.38,-1.526,-1.526,-1.526,-1.526,-0.246,-1.526,0.666,-1.526,0.666,-1.526,-1.526,-1.526,-1.526,-1.526,-1.526,-1.526,-1.526,0.666,-1.526,-1.526,0.666,-1.526,0.666,-1.526,0.666,-0.186,-1.526,-1.526,-1.526,-0.186,-0.38,-1.166,-0.38,-1.526,-1.166,-0.38,-1.526,0,-1.166,0.666,0.422,0,-1.526,-0.38,-0.38,-1.526,-0.186,-1.526,-1.526,-1.526,-0.246,-1.526,-0.186,-0.38,-1.526,-1.526,-1.526,-0.186,-0.38,-0.38,-1.526,-1.526,-1.526,-1.526,-1.526,-0.117,-0.38,-1.526,-1.526,-0.186,-1.526,0.422,-1.526,-1.526,-1.526,-0.38,-0.38,0.666,-1.526,0.422,-1.526,-1.526,-0.38,-1.526,-1.526,-1.526,0.666,0,-1.526,-0.38,0.666,-1.526,0.666,-0.38,-1.526,-0.186,-0.186,-1.526,-1.526,-1.166,-1.526,-1.166,-1.526,0.666,-0.38,0.666,0.772,-1.526,-1.526,-1.526,-1.526,-0.38,0.666,-1.526,-0.38,-0.38,-1.526,-1.526,-0.117,-1.526,-1.526,-0.38,-1.526,-0.186,-1.526,-1.526,1.264,0.283,0.666,-1.166,-1.526,0.666,-1.526,-1.526,-1.526,-1.526,0.666,-0.38,-1.526,-0.38,-0.186,-0.317,0.666,-0.707,-1.526,-0.38,-1.526,-1.166,0.666,-0.38,-1.526,-0.38,-1.526,-0.38,-1.526,-1.526,0.666,-1.526,-1.526,-1.166,-1.526,-1.526,-0.38,-1.526,-1.526,-0.385,0.666,-1.166,-1.526,1.264,-1.526,-1.526,-0.707,-1.526,-0.117,-1.526,-1.526,0.422,-1.526,-0.38,-1.526,-1.526,-1.526,-1.526,-0.38,-1.526,1.264,-1.526,-1.526,-1.526,-1.526,1.264,-0.38,-1.526,-1.526,-1.526,-1.526,-1.526,0.257,-1.526,-1.526,0.422,-1.526,-1.526,-1.526,-1.526,-0.186,-1.166
94,-1.419,-4.389,-4.389,-1.419,2.848,-4.389,-1.419,-1.419,-1.419,-1.419,4.121,-1.419,4.284,-1.419,4.284,-1.419,-1.419,-1.419,-1.419,-1.419,-1.419,-1.419,-1.419,4.284,-1.419,-1.419,4.284,-1.419,4.284,-1.419,4.284,2.848,-1.419,-1.419,-1.419,2.848,-4.389,-0.214,-4.389,-1.419,-0.214,-4.389,-1.419,0.179,-0.214,4.284,-4.577,0.179,-1.419,-4.389,-4.389,-1.419,2.848,-1.419,-1.419,-1.419,4.121,-1.419,2.848,-4.389,-1.419,-1.419,-1.419,2.848,-4.389,-4.389,-1.419,-1.419,-1.419,-1.419,-1.419,-4.74,-4.389,-1.419,-1.419,2.848,-1.419,-4.577,-1.419,-1.419,-1.419,-4.389,-4.389,4.284,-1.419,-4.577,-1.419,-1.419,-4.389,-1.419,-1.419,-1.419,4.284,0.179,-1.419,-4.389,4.284,-1.419,4.284,-4.389,-1.419,2.848,2.848,-1.419,-1.419,-0.214,-1.419,-0.214,-1.419,4.284,-4.389,4.284,-4.622,-1.419,-1.419,-1.419,-1.419,-4.389,4.284,-1.419,-4.389,-4.389,-1.419,-1.419,4.653,-1.419,-1.419,-4.389,-1.419,2.848,-1.419,-1.419,0.417,4.58,4.284,-0.214,-1.419,4.284,-1.419,-1.419,-1.419,-1.419,4.284,-4.389,-1.419,-4.389,2.848,-2.32,4.284,1.484,-1.419,-4.389,-1.419,-0.214,4.284,-4.389,-1.419,-4.389,-1.419,-4.389,-1.419,-1.419,4.284,-1.419,-1.419,-0.214,-1.419,-1.419,-4.389,-1.419,-1.419,4.75,4.284,-0.214,-1.419,0.417,-1.419,-1.419,1.484,-1.419,4.653,-1.419,-1.419,-4.577,-1.419,-4.389,-1.419,-1.419,-1.419,-1.419,-4.389,-1.419,0.417,-1.419,-1.419,-1.419,-1.419,0.417,-4.389,-1.419,-1.419,-1.419,-1.419,-1.419,4.696,-1.419,-1.419,-4.577,-1.419,-1.419,-1.419,-1.419,2.848,-0.214
95,-3.929,2.323,2.323,-3.929,1.513,2.323,-3.929,-3.929,-3.929,-3.929,-3.215,-3.929,-3.217,-3.929,-3.217,-3.929,-3.929,-3.929,-3.929,-3.929,-3.929,-3.929,-3.929,-3.217,-3.929,-3.929,-3.217,-3.929,-3.217,-3.929,-3.217,1.513,-3.929,-3.929,-3.929,1.513,2.323,2.863,2.323,-3.929,2.863,2.323,-3.929,-1.252,2.863,-3.217,-3.625,-1.252,-3.929,2.323,2.323,-3.929,1.513,-3.929,-3.929,-3.929,-3.215,-3.929,1.513,2.323,-3.929,-3.929,-3.929,1.513,2.323,2.323,-3.929,-3.929,-3.929,-3.929,-3.929,-0.079,2.323,-3.929,-3.929,1.513,-3.929,-3.625,-3.929,-3.929,-3.929,2.323,2.323,-3.217,-3.929,-3.625,-3.929,-3.929,2.323,-3.929,-3.929,-3.929,-3.217,-1.252,-3.929,2.323,-3.217,-3.929,-3.217,2.323,-3.929,1.513,1.513,-3.929,-3.929,2.863,-3.929,2.863,-3.929,-3.217,2.323,-3.217,-0.707,-3.929,-3.929,-3.929,-3.929,2.323,-3.217,-3.929,2.323,2.323,-3.929,-3.929,2.691,-3.929,-3.929,2.323,-3.929,1.513,-3.929,-3.929,-1.749,-0.222,-3.217,2.863,-3.929,-3.217,-3.929,-3.929,-3.929,-3.929,-3.217,2.323,-3.929,2.323,1.513,3.533,-3.217,3.968,-3.929,2.323,-3.929,2.863,-3.217,2.323,-3.929,2.323,-3.929,2.323,-3.929,-3.929,-3.217,-3.929,-3.929,2.863,-3.929,-3.929,2.323,-3.929,-3.929,1.606,-3.217,2.863,-3.929,-1.749,-3.929,-3.929,3.968,-3.929,2.691,-3.929,-3.929,-3.625,-3.929,2.323,-3.929,-3.929,-3.929,-3.929,2.323,-3.929,-1.749,-3.929,-3.929,-3.929,-3.929,-1.749,2.323,-3.929,-3.929,-3.929,-3.929,-3.929,2.834,-3.929,-3.929,-3.625,-3.929,-3.929,-3.929,-3.929,1.513,2.863
96,-3.645,2.992,2.992,-3.645,2.175,2.992,-3.645,-3.645,-3.645,-3.645,-2.509,-3.645,-4.605,-3.645,-4.605,-3.645,-3.645,-3.645,-3.645,-3.645,-3.645,-3.645,-3.645,-4.605,-3.645,-3.645,-4.605,-3.645,-4.605,-3.645,-4.605,2.175,-3.645,-3.645,-3.645,2.175,2.992,0.071,2.992,-3.645,0.071,2.992,-3.645,4.383,0.071,-4.605,-4.404,4.383,-3.645,2.992,2.992,-3.645,2.175,-3.645,-3.645,-3.645,-2.509,-3.645,2.175,2.992,-3.645,-3.645,-3.645,2.175,2.992,2.992,-3.645,-3.645,-3.645,-3.645,-3.645,-1.106,2.992,-3.645,-3.645,2.175,-3.645,-4.404,-3.645,-3.645,-3.645,2.992,2.992,-4.605,-3.645,-4.404,-3.645,-3.645,2.992,-3.645,-3.645,-3.645,-4.605,4.383,-3.645,2.992,-4.605,-3.645,-4.605,2.992,-3.645,2.175,2.175,-3.645,-3.645,0.071,-3.645,0.071,-3.645,-4.605,2.992,-4.605,-1.412,-3.645,-3.645,-3.645,-3.645,2.992,-4.605,-3.645,2.992,2.992,-3.645,-3.645,0.755,-3.645,-3.645,2.992,-3.645,2.175,-3.645,-3.645,-3.251,2.098,-4.605,0.071,-3.645,-4.605,-3.645,-3.645,-3.645,-3.645,-4.605,2.992,-3.645,2.992,2.175,3.852,-4.605,-0.827,-3.645,2.992,-3.645,0.071,-4.605,2.992,-3.645,2.992,-3.645,2.992,-3.645,-3.645,-4.605,-3.645,-3.645,0.071,-3.645,-3.645,2.992,-3.645,-3.645,-0.567,-4.605,0.071,-3.645,-3.251,-3.645,-3.645,-0.827,-3.645,0.755,-3.645,-3.645,-4.404,-3.645,2.992,-3.645,-3.645,-3.645,-3.645,2.992,-3.645,-3.251,-3.645,-3.645,-3.645,-3.645,-3.251,2.992,-3.645,-3.645,-3.645,-3.645,-3.645,-3.923,-3.645,-3.645,-4.404,-3.645,-3.645,-3.645,-3.645,2.175,0.071
97,3.281,-0.282,-0.282,3.281,3.423,-0.282,3.281,3.281,3.281,3.281,0.122,3.281,-1.087,3.281,-1.087,3.281,3.281,3.281,3.281,3.281,3.281,3.281,3.281,-1.087,3.281,3.281,-1.087,3.281,-1.087,3.281,-1.087,3.423,3.281,3.281,3.281,3.423,-0.282,4.753,-0.282,3.281,4.753,-0.282,3.281,-4.668,4.753,-1.087,-1.583,-4.668,3.281,-0.282,-0.282,3.281,3.423,3.281,3.281,3.281,0.122,3.281,3.423,-0.282,3.281,3.281,3.281,3.423,-0.282,-0.282,3.281,3.281,3.281,3.281,3.281,4.764,-0.282,3.281,3.281,3.423,3.281,-1.583,3.281,3.281,3.281,-0.282,-0.282,-1.087,3.281,-1.583,3.281,3.281,-0.282,3.281,3.281,3.281,-1.087,-4.668,3.281,-0.282,-1.087,3.281,-1.087,-0.282,3.281,3.423,3.423,3.281,3.281,4.753,3.281,4.753,3.281,-1.087,-0.282,-1.087,0.831,3.281,3.281,3.281,3.281,-0.282,-1.087,3.281,-0.282,-0.282,3.281,3.281,0,3.281,3.281,-0.282,3.281,3.423,3.281,3.281,-0.284,4.656,-1.087,4.753,3.281,-1.087,3.281,3.281,3.281,3.281,-1.087,-0.282,3.281,-0.282,3.423,1.137,-1.087,-0.726,3.281,-0.282,3.281,4.753,-1.087,-0.282,3.281,-0.282,3.281,-0.282,3.281,3.281,-1.087,3.281,3.281,4.753,3.281,3.281,-0.282,3.281,3.281,4.863,-1.087,4.753,3.281,-0.284,3.281,3.281,-0.726,3.281,0,3.281,3.281,-1.583,3.281,-0.282,3.281,3.281,3.281,3.281,-0.282,3.281,-0.284,3.281,3.281,3.281,3.281,-0.284,-0.282,3.281,3.281,3.281,3.281,3.281,4.734,3.281,3.281,-1.583,3.281,3.281,3.281,3.281,3.423,4.753
98,1.63,-0.406,-0.406,1.63,-2.356,-0.406,1.63,1.63,1.63,1.63,0.294,1.63,-1.385,1.63,-1.385,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.63,-1.385,1.63,1.63,-1.385,1.63,-1.385,1.63,-1.385,-2.356,1.63,1.63,1.63,-2.356,-0.406,-2.833,-0.406,1.63,-2.833,-0.406,1.63,-3.165,-2.833,-1.385,0.924,-3.165,1.63,-0.406,-0.406,1.63,-2.356,1.63,1.63,1.63,0.294,1.63,-2.356,-0.406,1.63,1.63,1.63,-2.356,-0.406,-0.406,1.63,1.63,1.63,1.63,1.63,4.581,-0.406,1.63,1.63,-2.356,1.63,0.924,1.63,1.63,1.63,-0.406,-0.406,-1.385,1.63,0.924,1.63,1.63,-0.406,1.63,1.63,1.63,-1.385,-3.165,1.63,-0.406,-1.385,1.63,-1.385,-0.406,1.63,-2.356,-2.356,1.63,1.63,-2.833,1.63,-2.833,1.63,-1.385,-0.406,-1.385,-0.705,1.63,1.63,1.63,1.63,-0.406,-1.385,1.63,-0.406,-0.406,1.63,1.63,0.226,1.63,1.63,-0.406,1.63,-2.356,1.63,1.63,-0.496,-0.284,-1.385,-2.833,1.63,-1.385,1.63,1.63,1.63,1.63,-1.385,-0.406,1.63,-0.406,-2.356,-2.454,-1.385,1.397,1.63,-0.406,1.63,-2.833,-1.385,-0.406,1.63,-0.406,1.63,-0.406,1.63,1.63,-1.385,1.63,1.63,-2.833,1.63,1.63,-0.406,1.63,1.63,1.93,-1.385,-2.833,1.63,-0.496,1.63,1.63,1.397,1.63,0.226,1.63,1.63,0.924,1.63,-0.406,1.63,1.63,1.63,1.63,-0.406,1.63,-0.496,1.63,1.63,1.63,1.63,-0.496,-0.406,1.63,1.63,1.63,1.63,1.63,2.193,1.63,1.63,0.924,1.63,1.63,1.63,1.63,-2.356,-2.833
99,2.115,-3.914,-3.914,2.115,-0.902,-3.914,2.115,2.115,2.115,2.115,-1.969,2.115,-0.062,2.115,-0.062,2.115,2.115,2.115,2.115,2.115,2.115,2.115,2.115,-0.062,2.115,2.115,-0.062,2.115,-0.062,2.115,-0.062,-0.902,2.115,2.115,2.115,-0.902,-3.914,-4.217,-3.914,2.115,-4.217,-3.914,2.115,-2.493,-4.217,-0.062,-2.094,-2.493,2.115,-3.914,-3.914,2.115,-0.902,2.115,2.115,2.115,-1.969,2.115,-0.902,-3.914,2.115,2.115,2.115,-0.902,-3.914,-3.914,2.115,2.115,2.115,2.115,2.115,0.906,-3.914,2.115,2.115,-0.902,2.115,-2.094,2.115,2.115,2.115,-3.914,-3.914,-0.062,2.115,-2.094,2.115,2.115,-3.914,2.115,2.115,2.115,-0.062,-2.493,2.115,-3.914,-0.062,2.115,-0.062,-3.914,2.115,-0.902,-0.902,2.115,2.115,-4.217,2.115,-4.217,2.115,-0.062,-3.914,-0.062,-2.437,2.115,2.115,2.115,2.115,-3.914,-0.062,2.115,-3.914,-3.914,2.115,2.115,-0.321,2.115,2.115,-3.914,2.115,-0.902,2.115,2.115,-3.551,-0.611,-0.062,-4.217,2.115,-0.062,2.115,2.115,2.115,2.115,-0.062,-3.914,2.115,-3.914,-0.902,0,-0.062,4.284,2.115,-3.914,2.115,-4.217,-0.062,-3.914,2.115,-3.914,2.115,-3.914,2.115,2.115,-0.062,2.115,2.115,-4.217,2.115,2.115,-3.914,2.115,2.115,-0.209,-0.062,-4.217,2.115,-3.551,2.115,2.115,4.284,2.115,-0.321,2.115,2.115,-2.094,2.115,-3.914,2.115,2.115,2.115,2.115,-3.914,2.115,-3.551,2.115,2.115,2.115,2.115,-3.551,-3.914,2.115,2.115,2.115,2.115,2.115,-0.799,2.115,2.115,-2.094,2.115,2.115,2.115,2.115,-0.902,-4.217
100,1.106,-4.743,-4.743,1.106,-1.543,-4.743,1.106,1.106,1.106,1.106,4.475,1.106,0.317,1.106,0.317,1.106,1.106,1.106,1.106,1.106,1.106,1.106,1.106,0.317,1.106,1.106,0.317,1.106,0.317,1.106,0.317,-1.543,1.106,1.106,1.106,-1.543,-4.743,-0.91,-4.743,1.106,-0.91,-4.743,1.106,-3.717,-0.91,0.317,0.701,-3.717,1.106,-4.743,-4.743,1.106,-1.543,1.106,1.106,1.106,4.475,1.106,-1.543,-4.743,1.106,1.106,1.106,-1.543,-4.743,-4.743,1.106,1.106,1.106,1.106,1.106,0.493,-4.743,1.106,1.106,-1.543,1.106,0.701,1.106,1.106,1.106,-4.743,-4.743,0.317,1.106,0.701,1.106,1.106,-4.743,1.106,1.106,1.106,0.317,-3.717,1.106,-4.743,0.317,1.106,0.317,-4.743,1.106,-1.543,-1.543,1.106,1.106,-0.91,1.106,-0.91,1.106,0.317,-4.743,0.317,-0.808,1.106,1.106,1.106,1.106,-4.743,0.317,1.106,-4.743,-4.743,1.106,1.106,-1.661,1.106,1.106,-4.743,1.106,-1.543,1.106,1.106,4.643,-2.683,0.317,-0.91,1.106,0.317,1.106,1.106,1.106,1.106,0.317,-4.743,1.106,-4.743,-1.543,1.594,0.317,-2.079,1.106,-4.743,1.106,-0.91,0.317,-4.743,1.106,-4.743,1.106,-4.743,1.106,1.106,0.317,1.106,1.106,-0.91,1.106,1.106,-4.743,1.106,1.106,0.457,0.317,-0.91,1.106,4.643,1.106,1.106,-2.079,1.106,-1.661,1.106,1.106,0.701,1.106,-4.743,1.106,1.106,1.106,1.106,-4.743,1.106,4.643,1.106,1.106,1.106,1.106,4.643,-4.743,1.106,1.106,1.106,1.106,1.106,-3.397,1.106,1.106,0.701,1.106,1.106,1.106,1.106,-1.543,-0.91
101,-3.246,2.183,2.183,-3.246,2.222,2.183,-3.246,-3.246,-3.246,-3.246,3.418,-3.246,-1.459,-3.246,-1.459,-3.246,-3.246,-3.246,-3.246,-3.246,-3.246,-3.246,-3.246,-1.459,-3.246,-3.246,-1.459,-3.246,-1.459,-3.246,-1.459,2.222,-3.246,-3.246,-3.246,2.222,2.183,1.418,2.183,-3.246,1.418,2.183,-3.246,-0.687,1.418,-1.459,-0.804,-0.687,-3.246,2.183,2.183,-3.246,2.222,-3.246,-3.246,-3.246,3.418,-3.246,2.222,2.183,-3.246,-3.246,-3.246,2.222,2.183,2.183,-3.246,-3.246,-3.246,-3.246,-3.246,2.296,2.183,-3.246,-3.246,2.222,-3.246,-0.804,-3.246,-3.246,-3.246,2.183,2.183,-1.459,-3.246,-0.804,-3.246,-3.246,2.183,-3.246,-3.246,-3.246,-1.459,-0.687,-3.246,2.183,-1.459,-3.246,-1.459,2.183,-3.246,2.222,2.222,-3.246,-3.246,1.418,-3.246,1.418,-3.246,-1.459,2.183,-1.459,1.889,-3.246,-3.246,-3.246,-3.246,2.183,-1.459,-3.246,2.183,2.183,-3.246,-3.246,-0.672,-3.246,-3.246,2.183,-3.246,2.222,-3.246,-3.246,-0.479,0.64,-1.459,1.418,-3.246,-1.459,-3.246,-3.246,-3.246,-3.246,-1.459,2.183,-3.246,2.183,2.222,2.118,-1.459,-3.578,-3.246,2.183,-3.246,1.418,-1.459,2.183,-3.246,2.183,-3.246,2.183,-3.246,-3.246,-1.459,-3.246,-3.246,1.418,-3.246,-3.246,2.183,-3.246,-3.246,-3.533,-1.459,1.418,-3.246,-0.479,-3.246,-3.246,-3.578,-3.246,-0.672,-3.246,-3.246,-0.804,-3.246,2.183,-3.246,-3.246,-3.246,-3.246,2.183,-3.246,-0.479,-3.246,-3.246,-3.246,-3.246,-0.479,2.183,-3.246,-3.246,-3.246,-3.246,-3.246,-0.458,-3.246,-3.246,-0.804,-3.246,-3.246,-3.246,-3.246,2.222,1.418
