,Alanine Metabolism,Alpha Linolenic Acid and Linoleic Acid Metabolism,Amino Sugar Metabolism,Ammonia Recycling,Androgen and Estrogen Metabolism,Androstenedione Metabolism,Arachidonic Acid Metabolism,Arginine and Proline Metabolism,Aspartate Metabolism,Beta Oxidation of Very Long Chain Fatty Acids,beta-Alanine Metabolism,Betaine Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Butyrate Metabolism,Caffeine Metabolism,Cardiolipin Biosynthesis,Carnitine Synthesis,Catecholamine Biosynthesis,Citric Acid Cycle,Cysteine Metabolism,D-Arginine and D-Ornithine Metabolism,De Novo Triacylglycerol Biosynthesis,Estrone Metabolism,Ethanol Degradation,Fatty Acid Biosynthesis,Fatty Acid Elongation in Mitochondria,Fatty Acid Metabolism,Folate Metabolism,Fructose and Mannose Degradation,Galactose Metabolism,Gluconeogenesis,Glucose-Alanine Cycle,Glutamate Metabolism,Glutathione Metabolism,Glycerol Phosphate Shuttle,Glycerolipid Metabolism,Glycine and Serine Metabolism,Glycolysis,Histidine Metabolism,Homocysteine Degradation,Inositol Metabolism,Inositol Phosphate Metabolism,Ketone Body Metabolism,Lactose Degradation,Lactose Synthesis,Lysine Degradation,Malate-Aspartate Shuttle,Methionine Metabolism,Methylhistidine Metabolism,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,Mitochondrial Electron Transport Chain,Nicotinate and Nicotinamide Metabolism,Nucleotide Sugars Metabolism,Oxidation of Branched-Chain Fatty Acids,Pantothenate and CoA Biosynthesis,Pentose Phosphate Pathway,Phenylacetate Metabolism,Phenylalanine and Tyrosine Metabolism,Phosphatidylcholine Biosynthesis,Phosphatidylethanolamine Biosynthesis,Phosphatidylinositol Phosphate Metabolism,Phospholipid Biosynthesis,Phytanic Acid Peroxisomal Oxidation,Plasmalogen Synthesis,Porphyrin Metabolism,Propanoate Metabolism,Pterine Biosynthesis,Purine Metabolism,Pyrimidine Metabolism,Pyruvaldehyde Degradation,Pyruvate Metabolism,Retinol Metabolism,Riboflavin Metabolism,Selenoamino Acid Metabolism,Spermidine and Spermine Biosynthesis,Sphingolipid Metabolism,Starch and Sucrose Metabolism,Steroid Biosynthesis,Steroidogenesis,Sulfate_Sulfite Metabolism,Taurine and Hypotaurine Metabolism,Thiamine Metabolism,Threonine and 2-Oxobutanoate Degradation,Thyroid Hormone Synthesis,Transfer of Acetyl Groups into Mitochondria,Trehalose Degradation,Tryptophan Metabolism,Tyrosine Metabolism,Ubiquinone Biosynthesis,Urea Cycle,"Valine, Leucine, and Isoleucine Degradation",Vitamin B6 Metabolism,Vitamin K Metabolism,Warburg Effect
CAL-101,-0.35327672323934745,0.01788338261216793,0.14669172092179775,-0.46562809305996095,-0.13636445232399713,0.22835635121382805,1.3246530912933956,-0.23661748931695006,-0.2238574075080108,-0.1646401322857084,-0.0976865787083102,0.17381856809650229,0.2334099324119564,0.7076855856173244,-0.5690755350771518,0.5089773870080034,-0.013623862706219268,-0.11206637649292296,0.23476451522590686,-0.5536371336842303,0.08589290667669189,0.5293731303917577,0.16104496950791644,0.08992101189423385,0.6760055342106142,-0.4982858105144451,0.15454890558460777,0.44068744726633347,-0.15994489932352235,-0.011712472083916882,0.1389198633933095,0.052371504925174915,0.04435647307011303,0.05338814187490813,0.3637281125615872,-0.18960365816356786,0.12181870629224033,-0.06331874307947702,0.34797220212129365,0.023450388863948513,-0.3374569377025576,-0.0983006978972584,-0.15772526263615055,-0.6386430467970782,0.11064067008666748,-0.27018107581783096,0.14193966165531063,-0.29702173942650767,-0.25932932991325064,-0.29066569335565806,0.6869353016730042,0.5712637234322564,0.6035468213176567,-0.20595519101998797,-0.19894394838565732,0.23732341685889163,-0.06514169697137187,-0.12966390729876187,0.6522150367920923,0.1160050762634845,0.2755735570417055,-0.5054120702502521,-0.6537966197799567,-0.6501092025672118,-0.5264925964411925,-0.04685490805485183,-0.3878829132381977,-0.38839815185954263,-0.4738380768785596,1.173649196975953,-0.17838847788952095,-0.30420030768791684,0.04471931615223749,0.030603341327644692,0.2592009435548892,0.17619744439803034,-0.9318447472358777,0.1620279236244858,-0.9782537931951608,0.29569658221328604,0.09844535135670908,1.0864260344397378,0.01676038782824129,0.06135306346223996,-0.14577688982978987,-0.2108321910618446,0.7127858836044871,-0.08237752638939543,0.30103123961266964,0.26308201801068454,0.3246732228168438,-0.0022840231614156565,-0.5772593207339409,-0.17572050449099974,0.2996352198337013,-0.5639203073380956,-0.025333019186530203
GW-2580,-1.4852177382031897,0.5987590723822959,-1.3581995493125778,-1.380775909393784,-0.7572300665212212,-0.782129239582868,-1.0627926645553778,-1.2426798031754878,-1.4706148266948589,-1.550280810399927,-1.4587248654367004,-1.0818148770571454,-1.2386661225081388,-1.2318085250387418,-1.0774824785900667,-1.074714315786663,-0.8825390452482073,-1.1788699538886185,-0.7671465570758582,-1.2480119236300662,-1.5897691232274522,-0.897021972565356,-0.7907798933389244,-1.2649442446147952,-1.572832676827784,0.44178458079337707,-1.6684625702869043,-1.2650207253734604,-1.0774403149789842,-1.184027584737974,-1.1914433188701692,-1.0913001290832323,-1.315842869022756,-1.424879748706129,-1.523135686137764,-0.469769097545297,-0.7500935570109066,-1.3361054141845732,-0.9692551168804051,-1.2800912834419331,-1.2398144661316395,-1.3371423985774946,-1.3421322181059383,-1.0507294626464623,-1.4226064475449922,-1.1309686533343,-1.6219800415239742,-1.2022223992095258,-1.0582557970206183,-0.7381696987529831,-1.3273684448705425,-1.3442306405458726,-1.3073776780687785,-0.7776900174493051,-1.3108528706513631,-1.0312474315668834,-1.5247447232896318,-1.6122473303217815,-1.1805354724324406,-1.2890325046920856,-1.0338350505866463,-0.9130261462358534,-0.9099095638095184,-0.9978055250480953,-0.608061400258401,-1.797439517698998,-1.7536554483050235,-0.8266970753998281,-1.2816060456520035,-1.1496129670746111,-1.5136835194386904,-1.516692635585068,-1.166647033944283,-1.4532912351948528,-1.0359267805633132,-1.199037172184369,-1.3792770337399778,-0.905241888324362,-1.2479712703075587,-1.145169738216587,-1.6366235958174953,0.3618853698814483,-0.9390489793282718,-0.9642862732894916,-1.42585481448789,-1.1889281731000811,-0.7594067130198136,-1.3718469777041573,-1.313008080454037,-1.486763348157296,-1.0269578899670067,-1.4176260405639736,-1.2874630600194037,-1.4115441443225365,-1.306035491687436,-0.6671672941198492,-1.1889574525491267
BMS-708163,-2.2789892078310956,0.037345404288177855,-2.321238600372146,-2.2952888035425785,-2.167601343455704,-1.975386726700234,-0.6853570878077873,-2.2492759254508417,-2.232405813856595,-1.4551238580849721,-2.5849661198162504,-2.051044758789765,-0.7308411267669929,-2.2569616436239612,-2.1990242456074798,-2.3051028979832915,-2.2306679292277933,-2.4499099400207043,-1.2732307576084034,-2.319391269536465,-2.498534250447057,-1.8042999203261036,-2.067532961066312,-2.084915051342392,-2.3943880373963977,1.7910580703979653,-2.3580707949638486,-2.1468269051572877,-1.9056778153901197,-2.5360842967708828,-1.9200076969265207,-2.282506755402259,-2.078817813999852,-2.49049879770495,-2.7257542186066637,-2.254089977187789,-2.091937606559596,-2.2938513867715766,-2.1877443599532578,-2.4230406558309237,-1.6501449391027105,-2.3812866010559466,-2.3987774390108547,-1.856399573773432,-1.783318614604819,-2.1673316280421244,-2.2832873114700645,-2.0180031947004604,-1.8945073600095554,-1.2809508308150523,-2.248383841699491,-2.3829819747989376,-2.5114696857547214,-2.2978479337722324,-2.295262129647697,-2.3136303888527316,-1.9278828228196814,-2.151064333451728,-2.3833276162589936,-2.3025399690495583,-2.173939185830372,-1.477560107890143,-1.7408115094979362,-1.873630174860724,-1.3534878180863974,-2.517595062842133,-2.0887848205930237,-2.0413426754210517,-2.186033422545949,-1.1574804378047974,-2.406231337468499,-2.581300902223777,-1.9636316610903328,-2.3727812527006606,-2.019811805473842,-2.434997148876436,-2.0475788434885227,-1.997618856248297,-1.9438425861012751,-2.1123833601491717,-2.6225676646063394,1.4839337952120353,-2.1917864871131267,-0.710702361077242,-2.393205800078298,-2.4954289093710993,-2.21874965932313,-2.267811003365661,-1.9433394133063011,-1.9031947140961176,-1.167950876186242,-1.8415848427865456,-2.316459778738007,-2.420827389730386,-1.269307753230064,-1.8425696248210364,-2.539236001903666
BX-912,-1.3883702097767312,0.9934438687113613,-1.6201590428353443,-1.6195988067354545,-0.3719717180456882,-0.613775837914444,0.9452751509602191,-1.43840329491057,-1.6489717652997065,-0.799591934925881,-1.6126439668799981,-0.7494735446324153,-0.10990215037401943,-1.357633979147108,-1.2317195159340184,-0.6029549125915,-0.8623562834552573,-0.9408297793788398,0.36029051748936636,-1.3563566384217365,-1.1877685191310698,-1.2221215750699466,-0.8431207096545705,-0.6463873673242819,-1.483990579005356,0.5749833445306883,-1.2862273333699925,-1.2607739102187867,-0.7900535209320856,-1.250277028534401,-1.427195523538716,-1.4565420393459387,-1.4317035258996686,-1.2776730404184893,-1.0223513894574965,-0.7432366013509911,-0.8930416531865961,-1.5312322992707579,-1.4857336607694118,-1.4232167523581232,-1.7034273133662232,-1.288462780535077,-1.5035408139944408,-1.293994389942905,-1.5827015688577346,-1.4484339632407743,-1.3020305682003548,-1.2756472258977094,-1.1632272133717179,-0.7910135083855161,-1.1399780771211365,-0.9367369122380133,-0.9222273008750841,-1.0868222167553474,-1.0712989990214759,-1.1528582922349044,-0.771734320111043,-0.8960092698980715,-1.3459394868633963,-1.5410286911022693,-0.8232811737601695,-0.5556031981241731,-0.8688526997057128,-1.2204017476514828,-0.30791254608866103,-0.9409883541215551,-0.22621935697925472,-1.0999598798398602,-1.3645506853089844,-0.21050591232128263,-1.3862930565641052,-1.4401145433776115,-1.0398487828951177,-1.3900139861932308,-0.5114010250108674,-0.6965185302450158,-1.6499224771107646,-1.4894429746302897,-1.02110757251103,-1.4296998435472477,-1.02496349269252,1.5296503856153698,-1.2275142296517068,-0.5489234318884447,-1.2127372251273587,-1.4002780727969408,-0.8552342239224237,-1.3073481415354753,-1.5431787804030241,-0.7973221772300354,-0.12604259414857383,-0.7122563798099781,-1.8264908485916374,-1.3547727611471077,-1.2941838094850089,-0.9093265440213975,-1.5447679429984664
LY317615,-0.2141757619393095,-0.6757213552056597,-0.12809671485740945,-0.4549667583684306,-0.4999839021699585,-0.5973707917001627,0.3961976749221013,-0.16093872581630622,-0.06798459965623511,0.08310823969521976,-0.5451112840038279,-0.6485390458025838,-0.2659839230494322,-1.0767220289377466,-0.40550148593624696,-1.0704551202504096,-0.3793117018736996,-0.16739952898289887,-0.2970157377038571,-0.369673404476268,-0.025678244996824112,-0.2270578194731158,-0.778928017807889,0.34373281489171265,-0.2378593912017219,-0.13583448005388607,-0.12264170823110362,-0.6805296422935955,-0.22278240263894616,-0.6001248963720515,0.17109474230750163,-0.32121347251696125,-0.4624029871478294,-0.32155516754791663,-0.11277782390729678,-0.6572024034402034,-0.13719540584392692,-0.3470007148056751,-0.4984508311764637,-0.42189150535446884,-0.22620554345074578,-0.10940422322670558,-0.2366181013341098,-0.41130332593506747,0.02175869657113052,0.05523730614527926,-0.15218366437361036,-0.38596115896287375,-0.5172572130516865,0.1325672684652589,-0.759565707554089,-0.847348093744089,-0.8606898901163346,-0.8452828058923365,-0.23445449468908564,-0.4355537231518355,-0.2554066148859706,-0.01615520181822024,-0.12153388161399781,-0.8314287628571914,-0.9927387805247944,0.28918608933968487,0.032283945847359725,0.2902210965673683,0.5092564314124547,-0.39548493381615857,-0.40907236923291646,-0.4437972120974417,-0.12444701647802092,-0.2103187059687207,0.01807921921926218,-0.09229768589156098,-0.29922886138511445,-0.13890536703380202,-0.5376164941761189,-0.6622635595122149,-0.2240498597626474,-0.6852464798846122,-0.1042557730654062,-0.007701252056453643,-0.6563794439416935,0.09418934595455987,-0.9756720932728973,0.36554205933351375,-0.2336072176643785,-0.5061857857129076,-0.45103572172378925,-0.3962062500749047,-0.05209704930389786,-0.08754443700877364,-0.649912448926395,0.5714282874080913,-0.27170423717596187,-0.11533402346846501,0.8079936173275063,-0.8089280473216199,-0.3856742358974994
WZ3105,-0.33019596291203923,1.1782527319104201,-0.7549489202908853,-0.6585864536833554,-0.8440700575424273,-0.86261574255073,1.0139369215598362,-0.3838596052498549,-0.2948049491737904,0.3174533493896196,-0.4796488713924564,0.37188119027455224,0.36873399436269055,-0.13453841166012925,-0.34247546189552136,0.6616539871667781,0.031954903346095465,-0.2537531442211134,0.4785190661718793,-0.2704772647055248,-0.27203780698119406,-0.09743481453832663,0.32062198195092545,-0.5812593172392375,-0.3998316412475884,-0.890864678289848,-0.38582430149313,-0.16415275735033544,0.4451211687560491,0.032336665899032085,-0.09869032526091366,-0.31621007268438694,-0.254454594849047,-0.25001989820225845,-0.19736691836256945,0.05212226192328066,-0.09519683133203992,-0.30107947857543177,-0.4807345413513704,-0.5236542320554533,-0.6981468723624537,-0.19110719693762232,-0.2513995673221797,-0.2286913374795957,-0.22147095043600384,-0.42277272366247254,-0.20955970553964723,-0.39334819403968707,0.03124300658835648,0.5564009569524948,-0.0006047700533542583,0.09518953160673642,0.3184916905287351,-0.04051003967222387,-0.5322542399566589,-0.37879226481553663,-0.12000920731202773,-0.19534727478708028,-0.3939509645641947,-0.776266729110886,-0.020058594707281666,-0.07052542548848977,-0.5514771118005082,-0.6501702786470466,0.19564232837915008,0.1047939181001893,0.4894743252232138,-0.6269492450626702,-0.09992314366126148,0.024474530760983965,-0.3322304012865358,-0.45149483344120134,0.07686566991689421,-0.3019963164547024,0.20486361844562845,0.27628250909672303,0.03050269393943413,-0.5306549764693727,0.06520758299182837,-0.35775095504868654,-0.21321143573949256,0.6372329274491193,0.34060331314902037,1.1419486895951343,-0.13980631420643652,-0.23777548634785378,-0.05308301211506019,-0.35362024100792155,-0.17974225762317037,0.33762273295704726,-0.1051441237145014,0.44979729789107675,-0.9017477232085135,-0.1762948022144061,-0.5485455692975785,-0.5310096689510196,-0.49572248963215326
XMD14-99,-1.1570049724288285,0.7148034932516022,-0.7897210169826195,-1.1096700423248014,-0.9035553864841458,-0.5618238505567335,-0.2749047044340593,-1.4148341752024938,-1.3082059956985612,-0.79931684339173,-1.4225441921705673,-1.0283955870970567,-0.210036384462453,-1.0252403642911891,-1.2405513808200155,-1.3098327985192046,-0.9635826852095597,-1.4341801065053663,-0.2885540076171813,-1.2108762568908633,-1.1792866253545093,-1.170708404382335,-1.2659061974711947,-0.7008157104786829,-1.1512158485995176,0.78725854355376,-1.0663938710097105,-1.0587608238193478,-1.0761218620070825,-0.909830656846741,-0.440616564627383,-0.7929187333255424,-0.9504204129846052,-1.1947066261907915,-1.256404953545929,-1.1878731359008656,-0.44153551109940714,-1.229148529883373,-0.689904014258182,-1.3416842040035808,-0.7654480303445637,-0.8243974184376123,-0.9472052605841182,-1.274485850206183,-0.47773937111275744,-0.6146064698873857,-1.1317531661652143,-1.0478799377694732,-1.139967488886001,-1.0941126151578777,-1.0089605273911775,-1.0443205411091923,-1.2542781300755925,-1.3540532409246242,-1.0860168188025652,-0.7940255990201612,-1.0542048334574858,-1.0678017370927577,-1.036310315796094,-0.9777061543856568,-1.0543876376181824,-0.24808863518614413,-0.19497815464765728,-0.4847651003016717,-0.4159938360608596,-1.1955511550390694,-0.5261015789677651,-1.2320080952859653,-1.2647358122026602,-0.436992748614499,-1.256531524533983,-1.2852347396606252,-1.0372563063990325,-1.2586511821620174,-0.7323249115052171,-0.8403592347719209,-1.230850190249374,-1.2212482179807682,-0.5714480989551967,-0.6647689948601466,-1.167177880566099,0.7998357860636507,-1.1968119285000887,-0.7682977449832217,-0.8796476529712388,-1.1458559399365587,-1.2337856818011894,-0.9505722218124389,-0.44644281967699045,-1.1512919565873034,-0.5139456497061118,-0.929807191568169,-1.2987648856018952,-1.1949361955233238,-0.7965347202521217,-1.4797518902519835,-1.175957929133121
CP724714,-1.0508406148239535,0.34404838641562807,-1.3253680589318262,-1.4926922484542369,-0.9968657574690661,-0.8234400580924072,0.6304166138252303,-1.0757349577440225,-1.0901347494476255,-1.1125972726844695,-1.0636700231813678,-1.1721072728631576,-0.6034943450751407,-1.0384473215051158,-1.5545659302741677,-0.898035137193461,-0.8948606988327593,-0.9205476942753494,-0.3136368780170792,-1.146469514533142,-0.9970746900928854,-1.1395526925852184,-1.2339298429946994,-0.6667847305069499,-0.842656374922403,0.34227528514652367,-0.8558395725285161,-1.1271738545723966,-1.2217382020067689,-1.134664763849513,-1.3391232543184135,-1.4839439166788004,-1.2418894703365875,-1.0243380154124706,-0.6409717947005001,-1.1506996879689324,-1.3402217436012434,-1.452103623936801,-1.6624622554243116,-1.2820762220433926,-1.629055137973924,-1.2362627139832802,-1.4612298782855524,-1.5504002761692655,-1.6191976723757775,-1.2902831190724424,-0.9696121813965533,0.10723300161680557,-1.7304356726734205,-1.7770390543006316,-0.9715415161113103,-0.7555369770815692,-0.8654533966779571,-1.0313181986169642,-0.8098550957982315,-1.05823174831237,-0.6767331443282728,-0.8119218300404071,-0.9152133047733658,-0.9359199196773107,-0.6728418907747351,-0.24276862944622427,-0.5369565875653488,-1.4262039420449508,-1.0836977338290195,-0.6847397298680159,0.6237455352833363,-1.708911759019111,-1.4140520526462401,0.1651225952835112,-1.0255705790372014,-1.1044667999654938,-1.204967855697944,-1.0870491458809488,-1.058950797214122,-0.5717834759526266,-1.5228789811188312,-1.622720170908172,-1.066332365688296,-1.3276285927760128,-0.8437762222736637,1.0382030900187929,-1.6118597370405963,-0.6015232799467837,-1.0864368130720081,-1.3504111652690198,-0.563253235366602,-1.2621301091782458,-1.5508677260194852,-0.9517710480681862,-0.10792720465520383,-0.43420328246287093,-1.1625624320327845,-1.2437344942747166,-0.8992789357819629,-0.46220675354888324,-1.3167354402298284
JW-7-24-1,-0.3021294418515175,-0.9979745620321484,0.04438427566396926,-0.26073857103567993,-0.9288700923469215,-0.34056712070659617,0.6406666506973003,-0.1025508765081287,0.15569902536107028,-0.10445693163229916,-0.08744226653509139,0.27522026287543466,-0.06464913440699781,0.5445473882061819,-0.7610437109408341,0.09933099727183974,0.051512887160021496,-0.5347821920522641,0.25594179409209683,-0.38531537883599876,-0.3483760015468713,0.5556523425335784,0.036646671653670866,-0.3236582279394729,0.41156806012808134,-0.8237791857648866,-0.13324001901012336,0.00929963554217226,0.2258815986657242,0.06357808859805987,0.6154107517310865,0.0010223800221398748,-0.1462710767182869,-0.04075021883168508,-0.12451438893390862,-0.16314675703703438,0.013965899390847096,-0.13066455184650144,0.14567327294176752,-0.10452049349555939,-0.2654363049701777,0.13353025733627952,-0.07942621817120177,-0.7546974768369872,0.3788398741519071,0.12224973032627219,0.07048698026643418,-0.3378823160681805,-0.01216935501308585,0.13108094655762706,0.2014778967203501,0.18707102035909645,0.24474092116574167,-0.34361161872184076,0.01332116092227954,0.03661552394657317,-0.4143980825739009,-0.09312438118946031,0.42535134859243234,0.2339773939139103,-0.03712587617683332,0.11404331233881536,-0.10052818165385463,-0.6247081605675356,-0.7179680905306802,-0.4219518645824851,0.07089405396119074,-0.5288345720784091,-0.3622751090942346,0.7723703201009772,0.10103742056032293,-0.051337413096742605,-0.06941659543631117,0.0441198074795956,0.17274184825623562,0.20673673372439474,-0.22685746525812855,0.18198081246489187,-0.6373791510047815,0.3559293919152324,-0.08913625925272846,0.5651491241923629,2.9694084115438187e-05,0.06391632382475629,-0.06891553326246791,-0.24168230071172364,0.03705909821138091,-0.07705465306768694,0.5122114313247105,0.3831793157429572,0.554249731892463,0.48429963046357427,-0.3489630217185469,-0.21943760956132335,0.6498929453487221,-0.5702015388718986,-0.15211236494289188
ABT-869,0.3805223417254137,0.6583610899876539,-0.05571637711131299,-0.22758603236271982,0.19021442346773504,0.10813762059204157,0.11472101007342331,0.18290742392918108,0.11793448402301861,0.27843995780070724,-0.23971446293733537,-0.07788337716120698,0.36608997128948795,-0.386658105438498,0.12111791767370891,-0.2209179490973175,0.49929787645143225,0.5692058861815752,0.22649456510176194,0.30018184236814605,0.29514505285529774,-0.2980863024984471,0.20139777000210793,0.5324512125902388,-0.14278650317313007,0.09915960537441469,-0.0042675100342203535,-0.33386559022074896,0.4157730459863933,0.11540065823969203,0.2112360221880107,0.05183670627485927,0.07809386519430793,0.1172492099881274,0.226549095707791,0.2034491689002617,0.2780115520629253,-0.13534306412920466,-0.2920711024756976,-0.2201688502947585,-0.2556306304352392,0.23336403867173783,0.12194032479526647,-0.006704765332979977,0.036136237943945965,0.30095131947323267,0.16429751956423425,0.5368011488162724,-0.18735745714621377,0.00011511558600446239,-0.3646947605124313,-0.22728916280711453,-0.3704906673922749,0.2296349748403026,0.25611941844564473,0.09685477441997564,0.35638961351060344,0.2664648344403178,-0.07873523752820222,-0.6095785518556155,-0.2632451870506732,0.8824482851078171,0.6201728349125611,0.32878538418838366,0.8414618808431412,0.47602691066623004,0.5066449528336977,0.0676666095399909,0.26112717680130293,-0.3821799736667391,0.19792720006345302,0.16212316055085876,0.21074043382485058,0.18300530592363792,0.19475346306963956,0.04607549548907926,0.1406854329574966,-0.6724452459656235,0.4270636095754632,0.03757855748526594,0.0336721796234563,0.005397198680058524,-0.6056972979461839,0.5738381099590509,0.2794705657240865,0.007288325370211824,-0.3616663759249239,0.12873237917487423,0.010815358601342022,-0.020651303079659004,0.11058983605348761,0.8322808415773917,0.08426611028527024,0.2222219639684117,-0.040495362941168095,0.22846371389902065,-0.05801278528347939
GSK2126458,-0.28793359156881865,1.4913548401202443,-0.1741793277121798,-0.4206428398692932,-0.5533775781863489,-0.22133225884425056,1.7455205188605578,-0.0893433452565111,-0.05531470417655562,-0.21709448918227836,-0.0058131614316966765,0.49756476113633336,1.2860565123105014,0.4954057804069918,-0.16116807383793022,1.5910855377978974,0.4185826059556286,0.13381137945330382,0.2256072281853584,-0.29627692201368716,-0.12243920038351794,0.856589327858068,1.1117878045448029,-0.20502191811724152,0.8831904172687652,-0.7224853519219518,0.3039645548716815,0.6253403109740858,0.6306634369887728,0.3944759303968601,0.5981438197093576,0.11890089108979139,0.32912464507036227,0.0934717450512326,0.2597505266639809,0.7377009577780211,0.5837759360305128,0.22486295484251104,0.2893413378180821,-0.2125527457729,-0.0261820836385614,-0.11625325445704149,-0.1816647112065558,-0.08523783287311422,0.3608137517308523,-0.35569156572572885,0.2888228344454664,-0.2907402158538218,0.1362395519409603,-0.09530012840597839,0.8298149844754256,0.9829229227495843,1.1627609902483727,0.346168229106627,-0.3017033489193595,0.08146846493048782,-0.02673596101189913,-0.20175159780429422,0.3006279138964581,-0.00440061048032206,0.1633333425250078,-0.5184054077004835,-0.8214942708369177,-0.9070068110918517,0.3817272937744627,0.26180320438950994,-0.22961960853728972,-0.05605523901363611,0.04156151773430885,1.2617592790616718,-0.3058892946690183,-0.45374481716006254,0.48757353021245875,0.20102084109867147,0.9339240610591489,0.507848256425855,-0.5043035450775466,-0.06336253742883494,-0.7785923801425974,0.4613690213751706,0.1858638769184346,1.232689012659173,-0.18911816733393028,0.4288542349160866,-0.3289095377377494,0.15007980624834635,0.5451185886864719,-0.02718468913694824,0.3842766224899765,0.7002128487792979,0.4749266675603944,0.2639600383545236,-0.6633944120902193,-0.014464059384357934,0.9045349870304265,0.09369175372215417,-0.08029888435025834
PHA-793887,-0.7471603215936973,1.039410147951875,-0.7730487593257106,-1.0926898227842177,-0.9347573939685886,-0.8699068270291486,0.7678195930179778,-1.0724781020397591,-0.8068530917686791,-0.26722893573078316,-1.1061566363581556,-0.4814984103856924,0.24279791555473385,-0.46096732642543076,-0.7692704589257343,-0.06137296096267459,-0.5500608479896312,-1.1317881056447152,-0.18652921748881882,-0.7334535813753623,-0.9341080975116692,-0.6988732001139178,-0.3845505153832029,-0.9247139029593173,-0.8120955876056217,-0.17502404218863282,-0.8778138483335376,-0.718424738512166,-0.25202176580703306,-0.5087727710644236,-0.12770782549638915,-0.4290160418413602,-0.6150881926094122,-0.8183193413097332,-0.9567982643967188,-0.49933024677118876,-0.07405827893842887,-0.8130086949925619,-0.4284824191802195,-1.2722298468672981,-0.978689093909901,-0.35020366461630104,-0.5120436688684497,-0.7565193719950569,0.011880442884192474,-0.5031563807764982,-0.7736088783168684,-0.9104931677333931,-0.7282858200853504,-0.43961815270874366,-0.5350677235969118,-0.3127425190390373,-0.31801493718146695,-0.6313394468503883,-1.0133212054071639,-0.738185756544175,-0.574806029074114,-0.8805654147998417,-0.7532585031738525,-0.8118913606989182,-0.7410131967987469,-0.43158757228404504,-0.8256738093221688,-0.6524708607486133,-0.19964655412436272,-0.36961534649527733,-0.2727356987686624,-1.090757637148624,-0.5941173644122179,-0.47264262067600077,-0.9675749668584368,-1.04645679272335,-0.3975041851615228,-0.7741144533616934,-0.1338463290728054,-0.02911693312693805,-0.6946085394293583,-1.2209980559196683,-0.36794236870770314,-0.33670728144752793,-0.6599924271314505,1.1002976729283225,-0.3390182304338165,0.3736246686216302,-0.4693629299854832,-0.7135861371484705,-1.155966809980828,-0.6037237767618397,0.013003997249489436,-0.454866904295571,-0.41638787556651086,-0.36970022079028025,-1.3628784381441914,-0.7686407079663947,-0.5574359784016666,-0.9580322551706222,-0.7791313823216957
